"lat_lon","AL","AD","AT","BY","BE","BA","BG","HR","CZ","DK","EE","FI","FR","DE","VA","HU","IS","IE","IT","LV","LI","LT","LU","MK","MT","MD","MC","ME","NL","NO","PL","PT","RO","RU","SM","RS","SK","SI","ES","SE","CH","TR","UA","GB","GR"
0,"(41.141353306048785, 20.03242643144321)","(42.3, 1.3)","(47.6139487927463, 14.076158884337072)","(53.50634479481114, 27.98135261544803)","(50.65244095902296, 4.580834113854935)","(44.1807677629747, 17.816883270390086)","(42.7531187620217, 25.19511095327711)","(45.1, 15.3)","(49.775245294369, 15.334558102365815)","(56.06393446179454, 9.876372937675002)","(58.643695426630906, 25.824725613026608)","(64.50409403963651, 26.211764610296353)","(46.0, 2.0)","(51.13372269040778, 10.288485092742851)","(41.54, 12.27)","(47.19995117195427, 19.357628627745918)","(65.07427633529105, -18.761028770831768)","(53.18059120995006, -8.010236544877012)","(42.751183052964265, 12.140788372235871)","(56.80717513427924, 24.833296149803438)","(47.16, 9.32)","(55.284319484766066, 23.88064027584349)","(49.76570507415103, 5.965223432343999)","(41.60592964714007, 21.697903375280845)","(35.5, 14.35)","(47.20367642606752, 28.41048279080328)","(43.44, 7.24)","(42.78903960655908, 19.2861817215929)","(52.298700374441786, 5.512217100965399)","(62.0, 10.0)","(52.14826021933187, 19.31101430844868)","(39.63404977497817, -8.055765588295687)","(45.857101035738005, 24.943252494635377)","(55.76, 37.62)","(43.46, 12.25)","(44.23303653365162, 20.819651926382583)","(48.7267113517275, 19.507657147433708)","(46.12542205901039, 14.938152320795732)","(40.348656106226734, -3.6170206023873743)","(62.811484968080336, 16.59626584684802)","(46.79173768366762, 8.118300613385486)","(39.06837194061471, 35.116900150938406)","(49.14882260840351, 31.229122070266495)","(53.91477348053706, -2.8531353951805545)","(39.066715899713955, 22.719813447095053)"
"(56.80717513427924, 24.833296149803438)",1776.17574463964,2323.68553700666,1256.63019811891,418.587428869259,1494.15921117466,1488.271130827,1563.359002863,1461.37121429211,1004.91491412763,924.52064335774,212.892150128327,860.864929105751,1976.6236042206,1140.87445473206,1922.25411343937,1132.27648910555,2475.1334093806,2118.9646841909,1804.41583875829,0,1505.97366481739,179.647339147723,1474.99489171029,1705.48563782967,2496.31402821478,1096.03436552233,1935.9907633363,1608.1764584546,1341.38513182807,1018.30828597479,629.711088425944,3051.83530668213,1218.2622336582,799.27304361465,1729.76171486015,1426.76673987878,967.677615934848,1369.87972490758,2749.16355487088,811.760487165609,1595.52410677183,2111.24674442259,953.452279648372,1772.33765190738,1978.60331810661
"(47.16, 9.32)",1085.40650173679,833.08000036326,362.583893713075,1498.25334971762,520.887264940885,739.724127234063,1341.95988199325,515.566971165728,531.152317967785,991.387686729001,1683.82892253138,2186.10703041296,575.467520874349,447.529253148456,667.183787788933,760.343321356692,2607.12761486322,1402.4935778571,538.049005586984,1505.97366481739,0,1355.91648289468,381.380314529995,1161.47421258218,1360.9428365887,1443.40311282349,444.412238528928,923.042109395322,633.840057032611,1652.45858192619,908.745599307253,1631.86444533016,1205.75002230879,2166.63177093033,470.965297691697,951.803745167799,780.122938412275,445.131294634895,1285.01995705272,1800.79426239784,100.182895773314,2270.40432973193,1639.14643646456,1141.48816712579,1410.01693877065
"(55.284319484766066, 23.88064027584349)",1597.7775193192,2181.5971625204,1090.01837196822,331.743057515916,1389.67553149917,1308.83487134426,1396.83541140744,1285.71051575706,842.735358023437,883.826932768012,392.301815418137,1035.24679369669,1848.27687031431,1016.50637696852,1748.15852151852,952.744726759268,2541.76584840481,2074.25234268118,1632.1542527675,179.647339147723,1355.91648289468,0,1356.86081322924,1529.36603006002,2316.96421737894,952.506686045097,1778.75092704543,1428.83336063476,1251.17983491556,1095.55072669685,461.158182037917,2929.0435368947,1051.34503603367,867.967347810867,1558.37712537988,1248.48010452242,788.636553547444,1196.65195998868,2615.60491461361,935.595329168783,1448.3539925206,1988.06460425788,846.561673943677,1723.79916704979,1805.05334619489
"(49.76570507415103, 5.965223432343999)",1455.01909883212,904.565057057132,642.903704876975,1572.95117916292,139.61930236012,1092.88035088524,1668.30922347638,873.583478887541,674.496231521794,748.345468412377,1619.28268430947,2029.22199022891,512.933016834075,342.624310917123,1037.06255466271,1028.74098785635,2231.56076862375,1040.57100373548,912.870868396196,1474.99489171029,381.380314529995,1356.86081322924,0,1519.59361557181,1724.89541056823,1676.96137907233,709.905327354883,1283.54302430498,283.577354500254,1384.68063526451,972.854878178579,1576.95091461781,1481.69296616069,2216.17823343278,849.697053365303,1283.14758877435,991.399716170946,782.261545615217,1288.06689808591,1589.97340980703,367.241871253462,2585.52906115823,1824.24095871192,762.308075345759,1779.79052603753
"(41.60592964714007, 21.697903375280845)",148.574348656798,1688.93367736632,900.10882693307,1403.71818577442,1654.94083186385,426.890166940327,315.748098241766,647.531758215907,1033.56305336904,1821.24701815196,1917.0521862048,2564.57126167062,1653.60106135352,1372.36983308934,785.952413724886,648.878541859316,3638.39882259365,2558.71757236003,799.325533281212,1705.48563782967,1161.47421258218,1529.36603006002,1519.59361557181,0,931.835716277539,819.6277800856,1203.73348125134,238.623098945199,1704.7348525263,2399.53733572128,1185.83708360863,2514.64173652839,539.758693681198,1952.61026327876,802.555250762015,300.523023045332,809.7889884413,739.391321126674,2127.52478367772,2383.36377992913,1226.63050306199,1173.19387251317,1120.78881187024,2274.12673273571,295.018995183915
"(35.5, 14.35)",799.00645834892,1358.2309518063,1345.62989772941,2266.72527805049,1858.09283082968,1008.22315896578,1234.21802352192,1069.02496632836,1587.79963346644,2310.75152786051,2707.65873577175,3323.52865067138,1560.69346985853,1767.16040367508,694.51917705345,1364.55549484298,3953.18163841544,2630.87094024881,827.281111356202,2496.31402821478,1360.9428365887,2316.96421737894,1724.89541056823,931.835716277539,0,1747.85162510423,1072.10663869566,914.415148364015,1993.44260015895,2962.6385316824,1891.19930025444,2026.17469984534,1454.94346862983,2863.00566598677,901.950191908584,1115.64262641152,1528.90630566085,1180.9947407537,1665.27426521695,3041.29669834956,1357.65598634299,1879.25053093041,2048.39437795781,2444.53423408934,840.691237691229
"(47.20367642606752, 28.41048279080328)",949.049429139489,2202.62791309257,1081.28677902414,701.742956798985,1779.48372597609,890.006266350525,555.706272644552,1038.08425465548,1006.43757591278,1609.55055421139,1284.66548017504,1930.79335798503,2018.28623351316,1387.69409136916,1428.44211930136,685.542587003168,3420.09802563624,2652.94565847418,1372.18169275013,1096.03436552233,1443.40311282349,952.506686045097,1676.96137907233,819.6277800856,1747.85162510423,0,1705.90982175936,869.9166343395,1736.00001810967,2016.30478221464,855.497758078636,3039.86679415464,305.187884754267,1144.81437421945,1330.50285016085,676.530213308082,685.605420654492,1036.67365039876,2667.37248988086,1887.73938427874,1539.73863893042,1054.79301933258,301.161044518368,2315.53690624061,1014.96641791802
"(43.44, 7.24)",1084.27559105981,501.497705642695,706.906812322147,1887.14188009992,826.741326452924,854.399795081274,1460.9396151506,669.10455176392,937.271122464335,1416.60449671754,2120.07391500883,2630.51152039624,503.110131213358,885.693529929942,464.159862739426,1036.48068061396,2899.03820092785,1560.05956536422,406.20267213513,1935.9907633363,444.412238528928,1778.75092704543,709.905327354883,1203.73348125134,1072.10663869566,1705.90982175936,0,982.232563521419,993.344121745268,2073.27313706495,1321.51134384692,1342.24535531266,1426.68393164211,2557.1726234766,405.471324526986,1094.44880601178,1114.0737561306,678.022213642068,963.294831761271,2239.46299902556,378.842012922689,2374.52957103515,1944.45890615215,1378.75336338829,1382.73721416866
"(42.78903960655908, 19.2861817215929)",193.18256324211,1475.59473155571,674.270666098419,1353.70239938408,1419.73297167534,195.022388706583,483.522206137548,410.20626741799,833.839186286689,1623.1047739156,1821.04763988347,2456.36780247008,1419.54339695883,1151.2431192746,595.966997971489,490.224299508498,3423.95235003225,2321.58917023737,584.64992017683,1608.1764584546,923.042109395322,1428.83336063476,1283.54302430498,238.623098945199,914.415148364015,869.9166343395,982.232563521419,0,1476.10917726977,2223.89291363734,1040.55779769255,2309.26832314378,565.326959249734,1952.85213406797,577.230099528505,202.757999651017,660.1759121462,506.991600447461,1923.36394575003,2234.99192356131,988.126848741281,1393.43200011299,1162.4214284023,2040.49948245434,504.390701214376
"(52.298700374441786, 5.512217100965399)",1658.33284313051,1155.85160293779,804.785032679177,1511.53149320853,194.249150147865,1281.29274745072,1813.362622149,1075.12071498301,743.195926803534,506.568930779617,1457.77539595741,1803.32653379694,745.653873755218,354.545572857948,1300.70466281185,1144.98579976731,1977.52908962737,917.176527461855,1171.8227822573,1341.38513182807,633.840057032611,1251.17983491556,283.577354500254,1704.7348525263,1993.44260015895,1736.00001810967,993.344121745268,1476.10917726977,0,1113.31467505569,941.66868978234,1750.95398134263,1583.2746226434,2119.00159461613,1103.30607462253,1442.70022890124,1067.09284125367,969.593516350532,1500.16136113922,1341.50397238939,640.753120376002,2705.935775111,1839.19998815285,587.985525396849,1979.83894905023
"(62.0, 10.0)",2416.07139100256,2266.68972114959,1621.94110070826,1419.99050649304,1306.11527129119,2047.50958373746,2364.75351865743,1911.85033651618,1400.25498917044,661.287076510496,947.92515164823,858.072461769636,1853.18500118055,1210.095492121,2281.43486072302,1750.75051726321,1457.12036710379,1448.72870563596,2146.52350187861,1018.30828597479,1652.45858192619,1095.55072669685,1384.68063526451,2399.53733572128,2962.6385316824,2016.30478221464,2073.27313706495,2223.89291363734,1113.31467505569,0,1231.09850890856,2772.51049188693,2036.06221232313,1720.97162312134,2068.3936163602,2099.13905650977,1592.05320484342,1794.97494768521,2577.71797650168,352.640463997571,1697.06402828953,3068.51527122497,1941.8048052636,1174.67765609913,2694.32550196619
"(52.14826021933187, 19.31101430844868)",1224.79803925177,1740.85803789675,628.862947477918,603.222117907036,1036.65127134343,892.823490496538,1133.96340932308,837.372521332156,384.261462506268,754.465871221189,831.752622051682,1432.36016374515,1432.69033381666,634.274465451153,1294.34712732496,550.3743933951,2579.23425006632,1840.75289461024,1175.04325613552,629.711088425944,908.745599307253,461.158182037917,972.854878178579,1185.83708360863,1891.19930025444,855.497758078636,1321.51134384692,1040.55779769255,941.66868978234,1231.09850890856,0,2515.25426794296,811.412419138417,1262.95128429744,1100.1137348949,887.188983365083,380.860172700819,741.600369488612,2185.70382473402,1198.37652270388,1004.68414971075,1897.71167580358,905.227972704574,1493.63487313503,1477.61232252136
