AL,AD,AT,BY,BE,BA,BG,HR,CZ,DK,EE,FI,FR,DE,VA,HU,IS,IE,IT,LV,LI,LT,LU,MK,MT,MD,MC,ME,NL,NO,PL,PT,RO,RU,SM,RS,SK,SI,ES,SE,CH,TR,UA,GB,GR
0.0,0.0,0.0782648451730417,0.0391324225865208,0.0614938069216757,0.1341683060109288,0.4025049180327863,0.08385519125683048,0.0279517304189435,0.0335420765027322,0.0111806921675773,0.0111806921675773,0.799419489981784,0.1788910746812383,0.0391324225865208,0.0111806921675773,0.0614938069216757,0.055903460837887,0.4639987249544621,0.0167710382513661,0.0,0.0055903460837886,0.0111806921675773,0.1509393442622948,0.0391324225865208,0.0670841530054644,0.0,0.1397586520947175,0.0503131147540983,0.0391324225865208,0.0447227686703095,0.0279517304189435,0.0223613843351547,0.5143118397085604,0.0055903460837886,0.33542076502732204,0.0167710382513661,0.0055903460837886,0.1453489981785062,0.055903460837887,0.0503131147540983,0.4136856102003637,0.4807697632058281,0.614938069216757,0.5478539162112925
0.0036385531135531,0.0,0.0218313186813186,0.0,0.0145542124542124,0.0,0.0109156593406593,0.0109156593406593,0.0,0.0181927655677654,0.0,0.0,0.4657347985347968,0.0691325091575089,0.0036385531135531,0.0072771062271062,0.0218313186813186,0.0218313186813186,0.1382650183150178,0.0036385531135531,0.0072771062271062,0.0036385531135531,0.0,0.0,0.0145542124542124,0.0109156593406593,0.0036385531135531,0.0036385531135531,0.0072771062271062,0.0109156593406593,0.0181927655677654,0.0473011904761903,0.0072771062271062,0.0582168498168496,0.0072771062271062,0.0036385531135531,0.0,0.0072771062271062,1.5318308608058555,0.0181927655677654,0.0291084249084248,0.0291084249084248,0.0473011904761903,0.1600963369963364,0.0145542124542124
0.0,0.0967375,0.0,0.38695,2.2249625,0.38695,0.0967375,0.38695,1.5478,0.580425,0.38695,0.580425,6.2879375,8.8031125,0.0967375,1.6445375,0.0967375,0.7739,5.030349999999999,0.0,0.2902125,0.0,0.0,0.0,0.4836875,0.193475,0.193475,0.0967375,0.8706375,0.967375,1.2575875,0.4836875,0.4836875,3.8695,0.0967375,0.193475,0.967375,0.38695,4.5466625,0.193475,1.2575875,3.289075,4.1597125,14.7041,0.580425
0.0,0.0101756172839506,0.0101756172839506,0.0,0.0,0.0,0.0101756172839506,0.0,0.0101756172839506,0.0,0.0,0.0,0.0915805555555557,0.0203512345679012,0.0,0.0,0.0,0.0,0.0305268518518519,0.0,0.0,0.0101756172839506,0.0,0.0,0.0,0.0101756172839506,0.0,0.0,0.0,0.0,0.050878086419753096,0.0,0.0101756172839506,0.081404938271605,0.0,0.0,0.0,0.0,0.0203512345679012,0.0101756172839506,0.0101756172839506,0.0101756172839506,0.0407024691358025,0.0712293209876544,0.0101756172839506
0.523383333333333,0.174461111111111,0.872305555555555,0.697844444444444,0.0,0.174461111111111,0.348922222222222,0.523383333333333,0.348922222222222,0.348922222222222,0.174461111111111,0.348922222222222,31.577461111111095,6.629522222222219,0.0,1.570149999999999,0.523383333333333,3.314761111111109,6.629522222222218,0.174461111111111,0.174461111111111,0.348922222222222,1.74461111111111,0.0,0.348922222222222,0.697844444444444,0.0,0.0,6.80398333333333,1.2212277777777771,2.2679944444444438,1.74461111111111,0.174461111111111,5.582755555555552,0.0,0.174461111111111,0.0,0.174461111111111,7.152905555555551,1.046766666666666,0.697844444444444,1.570149999999999,3.663683333333331,18.318416666666657,1.9190722222222207
0.6656426229508207,0.0,0.285275409836066,0.0,0.0,0.0,1.711652459016396,1.5214688524590185,0.0950918032786886,0.0,0.0,0.6656426229508207,4.6594983606557445,0.855826229508198,0.0,0.1901836065573773,0.0,0.0950918032786886,1.141101639344264,0.0,0.0,0.0,0.0,0.0950918032786886,0.0950918032786886,0.1901836065573773,0.0,0.7607344262295094,0.0950918032786886,0.0,0.47545901639344323,0.1901836065573773,0.0950918032786886,1.0460098360655752,0.0,1.0460098360655752,0.285275409836066,0.6656426229508207,1.0460098360655752,0.1901836065573773,0.0950918032786886,1.331285245901641,1.0460098360655752,2.282203278688528,0.0
0.0424022222222223,0.0,0.08480444444444467,0.0848044444444446,0.0424022222222223,0.0848044444444446,0.0,0.2120111111111116,0.0848044444444446,0.0848044444444446,0.0848044444444446,0.0424022222222223,2.4593288888888956,1.1024577777777809,0.0,0.4240222222222233,0.0424022222222223,0.2120111111111116,1.1872622222222255,0.0,0.0,0.0,0.127206666666667,0.0424022222222223,0.254413333333334,0.1696088888888893,0.0,0.0848044444444446,0.0848044444444446,0.0424022222222223,0.2968155555555564,0.2120111111111116,0.4240222222222233,0.636033333333335,0.0,0.2968155555555564,0.0,0.0424022222222223,1.9505022222222272,0.1696088888888893,0.3392177777777787,0.33921777777777856,0.7632400000000019,4.155417777777789,0.4664244444444456
0.17157619047619,0.0,0.4575365079365067,0.1143841269841266,0.4003444444444432,0.5719206349206334,1.37260952380952,0.0,0.8006888888888867,0.0571920634920633,0.1143841269841266,0.17157619047619,2.8024111111111027,1.0294571428571402,0.0,0.34315238095238,0.2287682539682533,0.5719206349206334,2.1732984126984065,0.17157619047619,0.0,0.0571920634920633,0.0,0.0571920634920633,0.0571920634920633,0.0571920634920633,0.0,0.2859603174603167,0.2859603174603167,0.2859603174603167,0.5719206349206334,0.40034444444444334,0.1143841269841266,0.6291126984126967,0.0571920634920633,0.5147285714285701,0.0571920634920633,0.2859603174603167,1.601377777777773,0.2859603174603167,0.4003444444444432,0.17157619047619,1.2010333333333298,3.374331746031737,0.2287682539682533
0.1178338797814206,0.0,1.5318404371584688,0.5891693989071033,0.9426710382513652,0.1178338797814206,0.1178338797814206,0.707003278688524,0.0,0.353501639344262,0.0,0.0,4.006351912568303,4.477687431693985,0.1178338797814206,0.1178338797814206,0.0,0.2356677595628413,1.2961726775956273,0.353501639344262,0.0,0.11783387978142065,0.0,0.0,0.0,0.2356677595628413,0.0,0.1178338797814206,0.5891693989071033,0.23566775956284133,1.414006557377048,0.353501639344262,0.353501639344262,1.6496743169398893,0.0,0.353501639344262,0.8248371584699447,0.0,2.828013114754096,0.2356677595628413,1.414006557377048,0.2356677595628413,4.831189071038248,5.773860109289612,0.353501639344262
0.3276166666666666,0.0,0.0819041666666666,0.0,0.5733291666666667,0.0,0.2457125,0.0819041666666666,0.3276166666666666,0.0,0.1638083333333333,0.98285,6.306620833333334,2.375220833333333,0.0,0.2457125,0.8190416666666668,0.6552333333333333,1.7199875,0.0819041666666666,0.0,0.0,0.0,0.0,0.0819041666666666,0.0,0.0,0.1638083333333333,1.9657,1.310466666666667,0.491425,0.4095208333333333,0.1638083333333333,3.9314,0.0,0.0,0.3276166666666666,0.0819041666666666,2.866645833333333,3.439975,0.6552333333333333,0.6552333333333333,4.5047291666666665,9.8285,0.0819041666666666
