,R squared,Intercept,Coefficient 1 (Source gdp),Coefficient 2 (Target gdp),Coefficient 3 (dist),Normalization factor,# points per fit
0,0.7208772467769415,-12.442135054616594,0.740376404783867,0.5670653104198488,-0.3903884259969317,12.442135054616594,88.0
