,R squared,Intercept,Coefficient 1 (Source gdp),Coefficient 2 (Target gdp),Coefficient 3 (dist),Coefficient 4 (Migration),Coefficient 5.1 (Language_2),Coefficient 4.2 (Language_1),Normalization factor,# points per fit
0,0.6674669562863957,-12.009832929866775,0.6357898612038375,0.3372964098293491,-0.06455503875194019,0.241734068981231,0.027143713498634304,-0.02714371349863435,12.009832929866775,1111.0
