lat_lon,AL,AZ,AR,CA,CO,CT,DE,DC,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WV,WI,WY
0,"(32.79354, -86.82676)","(34.29323, -111.66457)","(34.89977, -92.4392)","(37.24537, -119.60818)","(38.99855, -105.54783)","(41.62196, -72.72623)","(38.99559, -75.50592)","(38.90932, -77.01464)","(28.67402, -82.50934)","(32.65155, -83.44848)","(44.38907, -114.65933)","(40.06501, -89.19838)","(39.90801, -86.27548)","(42.07463, -93.50003)","(38.48471, -98.38019)","(37.52668, -85.29046)","(31.0891, -92.02905)","(45.38046, -69.22999)","(39.04533, -76.78588)","(42.25788, -71.81423)","(44.34717, -85.43675)","(46.31189, -94.31357)","(32.75201, -89.66553)","(38.3208, -92.38554)","(47.0335, -109.64507)","(41.52709, -99.81058)","(39.35648, -116.65539)","(43.68556, -71.57754)","(40.20049, -74.66876)","(34.42137, -106.10837)","(42.94796, -75.51491)","(35.54369, -79.37865)","(47.44626, -100.46935)","(40.2912, -82.79002)","(35.58345, -97.50819)","(43.93589, -120.55232)","(40.87368, -77.7993)","(41.67544, -71.55579)","(33.93574, -80.89899)","(44.43614, -100.23048)","(35.84299, -86.34332)","(31.49422, -99.35939)","(39.32379, -111.67822)","(44.07511, -72.66273)","(37.51637, -78.82957)","(38.64259, -80.61372)","(44.63725, -90.01144)","(42.99963, -107.55144)"
"(46.31189, -94.31357)",1631.15181412516,1981.09116885409,1277.06559594585,2317.93434789432,1226.04929372904,1802.55414911421,1737.10252218345,1635.25268616809,2212.81860687414,1777.74171370655,1604.11810128239,808.623755316713,965.534703352009,475.290604874235,931.35073686727,1228.07241415426,1701.34476880021,1943.02933994789,1642.64968533117,1844.66295090861,728.870493402837,0,1556.89748939517,901.685551223977,1174.00645359477,690.692338562478,1974.68460004439,1809.84152473486,1727.71952557484,1653.47403909309,1533.81312627534,1730.12432083315,485.740185455891,1147.76288605232,1221.13137046437,2071.53716537591,1460.35525285395,1889.36810893954,1782.55130196254,508.037493484675,1340.11829032018,1701.27299117706,1613.45369708554,1713.90258526484,1609.02372800764,1409.03920882633,384.375159056733,1111.00579131572
"(32.75201, -89.66553)",266.002001583255,2046.81596794885,350.227807500899,2766.57800003562,1589.87142967829,1792.46907130815,1451.89683438963,1329.78874902399,820.80487815874,582.972768464826,2517.13218030219,812.579239639886,850.216666532436,1088.61321224644,1012.99992017469,662.811570157225,289.751876807773,2245.52895509561,1354.3102278382,1892.37663330966,1338.38648376672,1556.89748939517,0,665.188012319964,2318.44967014537,1325.05992877409,2528.93686269137,1987.97406671394,1574.51223068311,1535.85012656054,1678.46783161445,997.367040815073,1869.5414570012,1038.04792769682,788.054383714422,2948.92089911751,1388.14478227484,1882.14678731376,826.291008261505,1587.43506643217,459.395073990905,925.00365692157,2106.91591791025,1938.5365557182,1119.07783782045,1047.07100750355,1319.72675325081,1934.8730214761
"(38.3208, -92.38554)",793.421901895345,1784.55312542355,379.663571532545,2392.35865676499,1147.10809956379,1714.96693736438,1469.03248413518,1338.71829421204,1407.77828581768,1025.44925849335,1974.42749254431,336.576920428279,556.900840208179,427.473443638521,523.855558668422,629.856286182325,802.91615949992,2067.36522324727,1358.06295693815,1798.13384329654,886.047381424313,901.685551223977,665.188012319964,0,1708.0522203856,727.389270206842,2103.97712079432,1843.26977386709,1540.63379255834,1303.71547665505,1513.66390601585,1197.90809657687,1208.37822724181,855.560782044454,547.997317692353,2432.922733716,1282.8690377685,1812.59597460083,1141.61408253293,943.548162735398,603.353807469865,989.150469192099,1675.93690338572,1768.07104075755,1194.23079649599,1027.06447395976,728.918710228355,1381.22053998439
"(47.0335, -109.64507)",2494.87909566038,1424.91603417844,1970.02102371755,1361.60550576978,952.712387220068,2976.53548776713,2896.36048957274,2787.04437179718,3110.77274322623,2731.1128390483,488.53383398774,1817.48143367297,2040.04990554056,1392.79741879595,1321.09467917056,2256.30613577773,2325.03361426509,3089.60139983582,2796.90075302123,3017.31546932423,1901.32313762637,1174.00645359477,2318.44967014537,1708.0522203856,0,994.0464047172,1024.76838704883,2975.97553884912,2897.02959626674,1431.6721606249,2707.33450538092,2814.02605688788,695.846339905928,2278.53596884937,1623.86745898909,918.591258556323,2626.19523234543,3062.97443318751,2814.22960425325,786.940881813037,2296.47718563476,1936.19954724883,872.239041435646,2879.18607478974,2730.66993131916,2531.75716342151,1544.20609559066,477.65458737467
"(41.52709, -99.81058)",1503.46463459045,1313.70038333076,977.939872568604,1766.16458716951,562.859746433731,2249.50187550159,2079.55089728779,1956.22436738289,2118.84025567368,1752.04218090661,1250.65835836531,909.588208779675,1156.43020457114,527.851209912386,359.195733806228,1323.08760790074,1351.35930329745,2496.30949324343,1971.25079991575,2314.35927872837,1212.56164921082,690.692338562478,1325.05992877409,727.389270206842,994.0464047172,0,1446.89950560478,2317.87053999088,2117.28441678375,962.819991027212,2004.60543182909,1895.58346842368,659.825658778083,1438.19413108911,689.556612092023,1714.90765210786,1842.7355721292,2344.89180956029,1862.31815652422,324.981699702243,1328.69453877473,1114.06945816647,1035.46914542205,2228.48613144084,1853.1438003572,1664.62926376189,868.816345590813,659.024750453917
"(39.35648, -116.65539)",2769.81636936386,716.648977955851,2200.81828326072,348.710865797308,960.016063676481,3692.49290658074,3524.60767466296,3399.87396882406,3345.01686419443,3066.28715770871,582.965299082715,2346.48345592005,2596.18937920757,1973.44455687232,1585.1277824018,2732.03691179642,2412.45483726461,3905.47473929302,3415.61164915242,3753.63637963903,2634.16066784306,1974.68460004439,2528.93686269137,2103.97712079432,1024.76838704883,1446.89950560478,0,3746.54366546108,3564.16529571977,1086.96828670647,3441.70166690865,3301.88237297095,1584.64407535182,2883.43939135657,1741.10064894557,603.225301464282,3289.49324248917,3786.9737718952,3231.77148339143,1471.83693677512,2692.19336650014,1792.18848914983,429.043548793331,3654.20723383857,3284.73142523327,3102.28990682823,2272.86921035927,863.746352932359
"(43.68556, -71.57754)",1795.70065954149,3587.46581858772,2038.81364594774,4077.65753036875,2869.71852787488,247.826062415292,615.793443424706,698.775617148762,1930.36046933275,1603.4882891154,3413.73149240476,1513.72668924933,1289.52175631392,1794.6908784401,2313.86643194162,1344.5440656289,2277.12319529679,265.099450757601,674.597370824755,159.774900698478,1112.38548921254,1809.84152473486,1987.97406671394,1843.26977386709,2975.97553884912,2317.87053999088,3746.54366546108,0,464.192675803964,3134.44275350229,329.710951521488,1123.98043959156,2280.13427142578,1001.66288740198,2388.42303486248,3881.16539756717,600.536534692219,223.304357669737,1349.72333998908,2285.54980939659,1532.21874088335,2782.73099680021,3349.72407436166,97.3622959798532,919.077545022563,941.834001040428,1475.12773842734,2894.940014097
"(40.20049, -74.66876)",1362.41803460953,3322.27828878,1673.23593947441,3880.09400399306,2642.19487063513,227.367708959391,151.874696821271,247.37145879143,1466.20027957369,1148.39686842765,3297.26843377107,1237.04156945816,990.184341232796,1591.4134326337,2046.82736154878,967.760872947857,1863.9321216992,727.040989430111,222.459107691869,330.851038158804,999.492525558099,1727.71952557484,1574.51223068311,1540.63379255834,2897.02959626674,2117.28441678375,3564.16529571977,464.192675803964,0,2843.97777625367,313.196499431556,662.258312564429,2213.37478677402,690.843730696817,2066.91675647727,3770.94521719125,275.538216312508,309.088184198349,888.500413237967,2149.65907291493,1132.23281898742,2420.10444154993,3149.65514984894,461.183983504472,468.108737768187,540.217990624153,1352.91045982627,2741.24646989325
"(34.42137, -106.10837)",1795.83185353496,511.282748159302,1253.11529839717,1258.10470294969,510.400268262915,3017.38531882147,2767.52210238871,2636.54811019072,2323.52068569338,2109.45956918421,1327.60904686658,1622.48173084193,1859.02097423162,1390.22131748368,826.126503036457,1904.86825269228,1368.81397327965,3344.91020528077,2656.85282720273,3098.43427496416,2085.25731736151,1653.47403909309,1535.85012656054,1303.71547665505,1431.6721606249,962.819991027212,1086.96828670647,3134.44275350229,2843.97777625367,0,2806.54978117446,2436.33602526188,1521.3570320473,2158.72743167224,795.314326764059,1630.76854223163,2586.11954569382,3115.06553716953,2318.69690502539,1220.79513364438,1805.21640215058,709.388670044386,736.296638660806,3054.25294692709,2475.55236343984,2322.74776172556,1783.60175687348,960.467487976238
"(42.94796, -75.51491)",1500.79657471834,3263.17223223516,1713.35854470332,3768.89505474925,2551.55927559656,273.105112879166,438.92488913309,465.926359362238,1703.68317266158,1338.01449159542,3130.91898433511,1184.88538351019,959.866074882985,1478.44444859935,1987.70127057515,1025.69985272563,1966.06127710721,570.518639332452,446.384118166632,313.188594679544,814.903012648827,1533.81312627534,1678.46783161445,1513.66390601585,2707.33450538092,2004.60543182909,3441.70166690865,329.710951521488,313.196499431556,2806.54978117446,0,886.844374777452,2013.94275634812,673.987689922917,2058.71531606737,3601.78013004155,298.305705998478,355.653332735592,1104.70354774517,1991.7947511195,1219.79150159841,2455.54669554721,3039.17475000725,262.414672691178,665.68104730323,642.982248912748,1180.12148398688,2597.34751642803
"(35.54369, -79.37865)",751.155444589654,2940.3213679031,1190.31951891647,3586.81197304687,2344.17751654933,888.925822045607,514.4343789999,428.367791216011,816.927850987118,493.835320015558,3142.2025679135,998.948679458569,776.954545897485,1422.07651385871,1718.98362586691,573.175714650828,1276.09799240297,1388.32131382404,451.47625773222,992.198197644048,1105.3433441491,1730.12432083315,997.367040815073,1197.90809657687,2814.02605688788,1895.58346842368,3301.88237297095,1123.98043959156,662.258312564429,2436.33602526188,886.844374777452,0,2190.01608786555,606.217653390252,1641.25710971457,3609.86306609331,607.554345600832,962.296990974066,226.27390226347,2027.81363029576,631.122695248175,1906.13764504288,2873.72283536482,1107.23776546362,224.359745350638,361.005831496859,1354.76350229837,2553.87367515751
