Topic,Count,Name,Representation,KeyBERT,MMR,Representative_Docs
72,348,72_virtual_listing_tour_realestate,"['virtual', 'listing', 'tour', 'realestate', 'eurocopter', 'see', '350', 'squawking', 'circling', 'b2']","['realestate', 'virtual', 'tour', 'listing', 'realty', 'homeservices', 'parkview', 'terrace', 'avenue', 'street']","['virtual', 'tour', 'realestate', 'eurocopter', 'circling', 'speed', 'miles', 'mph', 'drive', 'n662pd']","['see a virtual tour of my listing on e   realestate', 'see a virtual tour of my listing on n   realestate', 'see a virtual tour of our listing on   realestate']"
73,344,73_buyer_realestate_looking_drive,"['buyer', 'realestate', 'looking', 'drive', 'avenue', 'realtor', 'road', 'street', 'dr', 'ct']","['realtor', 'realestate', 'estate', 'buyer', 'firsttimehomebuyer', 'broker', 'sold', 'property', 'auction', 'buyonline']","['buyer', 'realestate', 'realtor', 'street', 'berkshire', 'property', '901', 'homeservices', 'poplar', 'lane']","['i am looking for a buyer on   realestate', 'i am looking for a buyer for d   realestate', 'we are looking for a buyer on e  a   realestate']"
74,342,74_basketball_nba_hoops_lakers,"['basketball', 'nba', 'hoops', 'lakers', 'knicks', 'game', 'boys', 'mens', 'players', 'vs']","['basketball', 'gwbasketball', 'boysbasketball', 'aaubasketball', 'lakers', 'hoops', 'sports', 'playoffs', 'rebounds', 'players']","['basketball', 'hoops', 'lakers', 'knicks', 'players', 'tournament', 'rebounds', 'varsity', 'playoff', 'fans']","['heading to my first basketball game in go ?!', 'boys basketball . end st', 'has a basketball game tonight.']"
75,340,75_mask_masks_wear_wearing,"['mask', 'masks', 'wear', 'wearing', 'face', 'mandate', 'people', 'required', 'maskless', 'covid']","['mask', 'masks', 'masked', 'facemask', 'masking', 'wearadamnmask', 'maskless', 'maskup', 'wearing', 'helmet']","['mask', 'masks', 'maskless', 'mandatory', 'wearamask', 'facemask', 'gloves', 'helmet', 'masking', 'employees']","['no i do not wear a mask in my truck. yes when i enter a business i mask up. ,', '... please wear a mask we can do this.', '*when you wear a mask at the bar in']"
76,338,76_000_realestate_bath_home,"['000', 'realestate', 'bath', 'home', 'bedrooms', 'bedroom', 'baths', '900', 'bed', 'sq']","['house', 'bedrooms', 'bedroom', 'realestate', 'realtor', 'home', 'duplex', 'luxury', 'room', 'beds']","['realestate', 'bedrooms', 'baths', '900', 'beds', 'house', 'garage', 'remodeled', 'bathrooms', 'spacious']","['$450,000 e ,  ,  - solid bedroom bath block home located in very nice neighborhood on a corner lot.. separate living and family rooms plus large bonus room. some windows...  realestate', '$345,000 w ,  ,  - you must see this brand new move in ready home, built in december . bed, and a half bath, car garage home in . bright open kitchen...  realestate', '$489,000 hickory street,  ,  - just listed in the city of . this lovely home features bedrooms, one spacious full bath, kitchen, living room, and laundry room located inside...  lifornia realestate']"
77,337,77_pizza_style_pizzeria_dish,"['pizza', 'style', 'pizzeria', 'dish', 'slice', 'best', 'deep', 'crust', 'pizzas', 'eat']","['pizza', 'pizzas', 'pizzalover', 'pizzatime', 'pizzahut', 'pizzeria', 'pizzerias', 'homemadepizza', 'woodfiredpizza', 'nycpizza']","['pizza', 'pizzeria', 'dish', 'crust', 'pizzas', 'restaurant', 'italian', 'homemadepizza', 'nationalpizzaday', 'pasta']","[""i'm at pizza in , w/"", 'has no pizza.', 'pizza ,']"
78,330,78_film_hollywood_movie_actor,"['film', 'hollywood', 'movie', 'actor', 'actorslife', 'cinema', 'movies', 'films', 'filming', 'actors']","['hollywood', 'actorslife', 'actors', 'starring', 'actor', 'actorslifestyle', 'movie', 'filmlife', 'moviemaking', 'movies']","['hollywood', 'actorslife', 'cinema', 'films', 'actors', 'filmmaking', 'starring', 'filmmakers', 'actress', 'moviepremiere']","['hollywood,', 'throwback to a film i made with several highly talented actors. do you know this film? . . tbt throwbackthursday actors actorslife actor hollywood ,', 'filming is funny . film movie actor actorslife ,']"
79,327,79_baby_babies_girl_crib,"['baby', 'babies', 'girl', 'crib', 'pregnant', 'months', 'babes', 'old', 'lil', 'daddysgirl']","['baby', 'babies', 'babyyyyy', 'newborn', 'babygirl', 'babes', 'babyyoda', 'momma', 'mommy', 'pregnant']","['baby', 'babies', 'pregnant', 'babes', 'daddysgirl', 'mommy', 'babyyyyy', 'cute', 'babygirl', 'month']","[' baby', 'we in baby', 'that was the baby ,']"
80,321,80_showers_forecast_hi_chance,"['showers', 'forecast', 'hi', 'chance', 'rain', 'tonight', 'mon', 'tue', 'th', 'light']","['rain', 'weather', 'forecast', 'showers', 'storms', 'storm', 'cloudy', 'afternoon', 'sunny', 'wednesday']","['showers', 'forecast', 'chance', 'rain', 'sunny', 'cloudy', 'wednesday', 'storm', 'feb', 'may']","['tue feb th am forecast: today chance of showers hi tonight chance of rain lo', 'south mon may th pm forecast: tonight rain lo tuesday chance of showers hi', 'mon may th pm forecast: tonight rain lo tuesday chance of showers hi']"
81,301,81_estate_realtor_realestate_real,"['estate', 'realtor', 'realestate', 'real', 'sold', 'market', 'realtors', 'home', 'sell', 'listing']","['realtors', 'realestateagent', 'realtor', 'realestatelife', 'realestate', 'realestateinvestor', 'realtorlife', 'realestateinvesting', 'homebuyers', 'homeowners']","['estate', 'realtor', 'realestate', 'realtors', 'selling', 'realtorlife', 'realestateagent', 'buyers', 'broker', 'mortgage']","['the look a realtor has when the seller says put the offer in. i love my career as a real estate broker ,', 'we are here to help you with your real estate needs ,', 'there is no bad real-estate in ..']"
82,297,82_marathon_run_running_runner,"['marathon', 'run', 'running', 'runner', 'runners', 'miles', 'mile', 'race', 'half', 'morning']","['marathoners', 'marathon', 'bostonmarathon', 'marathoner', 'marathontraining', 'runners', 'halfmarathon', 'runner', 'runs', 'running']","['marathon', 'runner', 'runners', 'runnersofinstagram', 'runs', 'marathontraining', 'halfmarathon', 'trailrunning', 'motherrunner', 'bostonmarathon']","['my final half marathon in . time to head back. my sixth half marathon overall in this town. great running town.', 'we run now', ""i'm at marathon in ,""]"
83,297,83_pdx911_tland_ity_pri,"['pdx911', 'tland', 'ity', 'pri', 'block', 'disturbance', 'ne', 'ave', 'port', 'priority']","['disturbance', 'fremont', 'nw', 'tland', 'blvd', 'anomalies', 'block', 'nd', 'pl', 'ave']","['pdx911', 'block', 'disturbance', 'port', 'threat', 'sw', 'th', 'weapon', 'urbance', 'vehicle']","['disturbance - pri ity at block of ne th ave, p tland, [ pp19000189813] :33 pdx911', 'disturbance - pri ity at block of ne nd ave, p tland, [ pp19000202086] :41 pdx911', 'disturbance - pri ity at block of ne th ave, p tland, [ pp19000101374] :19 pdx911']"
84,293,84_heavy_rain_inch_reports,"['heavy', 'rain', 'inch', 'reports', 'cdt', 'station', '00', 'rainfall', 'edt', 'observer']","['rain', 'raining', 'rainfall', 'storm', 'flooding', 'flooded', 'heavy', 'cdt', 'hour', 'mdt']","['heavy', 'rain', 'reports', 'cdt', 'station', 'rainfall', 'spotter', 'trained', 'hours', 'wsw']","['at :00 am cdt, [ , ] reports heavy rain of inch. hour total', 'at :00 am cdt, [ , ] reports heavy rain of inch', 'at :30 am cdt, [ , ] reports heavy rain of inch']"
85,281,85_disabled_vehicle_blocked_traffic,"['disabled', 'vehicle', 'blocked', 'traffic', 'lane', 'atxtraffic', 'nb', 'sb', 'shoulder', 'cleared']","['vehicle', 'traffic', 'disabled', 'expressway', 'lanes', 'truck', 'lane', 'tollway', 'blocked', 'stalled']","['disabled', 'vehicle', 'blocked', 'traffic', 'lane', 'atxtraffic', 'shoulder', 'cleared', 'mopac', 'expressway']","['disabled vehicle, left lane blocked in  on i wb at  traffic', 'disabled vehicle in  on both nb/sb at traffic', 'disabled vehicle in  on at traffic']"
86,279,86_live_lived_born_living,"['live', 'lived', 'born', 'living', 'raised', 'grew', 'years', 'moved', 'resident', 'im']","['living', 'resident', 'live', 'min', 'vivo', 'youve', 'yeah', 'ive', 'yes', 'saberlo']","['live', 'lived', 'born', 'living', 'lives', 'vivo', 'life', 'tell', 'daddy', 'real']","['i live in , . you?', 'but you live in', 'i live in']"
87,278,87_weed_marijuana_cannabis_legal,"['weed', 'marijuana', 'cannabis', 'legal', 'legalization', 'medical', 'legalize', 'drugs', 'legalized', 'cannabiscommunity']","['weed', 'weedlovers', 'cannabis', 'marijuana', 'cannabiscommunity', 'cannabisculture', 'cannabisindustry', 'medicalmarijuana', 'plants', 'tobacco']","['marijuana', 'cannabis', 'legalization', 'legalize', 'legalized', 'cannabiscommunity', 'dispensaries', 'cannabisculture', 'legalizing', 'medicalmarijuana']","['who got some weed in or ?', 'who got weed in ???', 'where can i get weed in']"
88,274,88_cloudy_forecast_hi_partly,"['cloudy', 'forecast', 'hi', 'partly', 'mostly', 'sunny', 'tonight', 'clear', 'th', 'mon']","['cloudy', 'sunny', 'forecast', 'wednesday', 'monday', 'tuesday', 'sun', 'hazy', 'saturday', 'friday']","['cloudy', 'forecast', 'sunny', 'clear', 'feb', 'today', 'jun', 'saturday', 'may', 'sunday']","['mon sep th pm forecast: tonight mostly cloudy lo tuesday partly sunny hi', 'mon sep th pm forecast: tonight partly cloudy lo tuesday mostly sunny hi', 'mon may th pm forecast: tonight partly cloudy lo tuesday mostly sunny hi']"
89,271,89_hurricane_hurricanes_storm_tropical,"['hurricane', 'hurricanes', 'storm', 'tropical', 'ian', 'dorian', 'landfall', 'hurricanedorian', 'category', 'hurricaneian']","['hurricane', 'hurricaneseason', 'hurricanesally', 'hurricaneian', 'hurricanelaura', 'hurricanian', 'hurricanes', 'hurricaneida', 'hurricanedorian', 'storm']","['hurricane', 'hurricanes', 'hurricanedorian', 'hurricaneian', 'hurricanelaura', 'damage', 'cat', 'prayers', 'gulf', 'hurricaneseason']","['we know where would be if this was a hurricane, .', 'during a hurricane', 'after the hurricane in my city  ,']"
90,267,90_abortion_abortions_women_rights,"['abortion', 'abortions', 'women', 'rights', 'ban', 'law', 'roe', 'reproductive', 'states', 'bill']","['abortionban', 'abortionlaw', 'abortionishealthcare', 'abortionrights', 'abortions', 'abortion', 'aborto', 'abort', 'contraception', 'uterus']","['abortion', 'abortions', 'women', 'rights', 'reproductive', 'states', 'rape', 'abortionishealthcare', 'pregnancy', 'incest']","['absolutely wild that is about to have a week abortion ban.', 'abortion providers in are in a precarious position of potentially needing to immediately suspend abortion services on the same day as a supreme court decision because of the states -year-old criminal abortion ban, said.', 'by the way kay ivey, governor of , signed the latest abortion ban that has everyone going at it.. so, no, a man didnt sign the law.. a woman did. but yall so much ""women right, women rights"".. at least one woman knows abortion is killing babies. this is about life']"
91,263,91_housing_rent_affordable_evictions,"['housing', 'rent', 'affordable', 'evictions', 'eviction', 'apartments', 'zoning', 'tenants', 'apartment', 'landlord']","['housing', 'apartments', 'houses', 'renters', 'rents', 'rentals', 'apartment', 'rental', 'tenants', 'renting']","['housing', 'evictions', 'eviction', 'apartments', 'tenants', 'landlord', 'rents', 'landlords', 'month', 'rental']","['just up the street luxury apartments. we need more affordable housing in ! ', 'what if we made housing in the affordable or should we real?', 'no more housing in until is blue']"
92,256,92_med_medical_tland_pdx911,"['med', 'medical', 'tland', 'pdx911', 'block', 'ave', 'ne', 'st', 'sw', 'blvd']","['medical', 'patients', 'dr', 'med', 'blvd', 'nw', 'st', 'tland', 'syndrome', 'nd']","['medical', 'pdx911', 'st', 'nw', 'port', 'luther', '41', 'burnside', 'kearney', 'interstate']","['med - medical at block of sw th ave, p tland, [ rp19000060632] :00 pdx911', 'med - medical at block of ne th ave, p tland, [ rp19000026836] :22 pdx911', 'med - medical at block of ne nd ave, p tland, [ rp19000037912] :20 pdx911']"
93,252,93_event_grid_outage_gt,"['event', 'grid', 'outage', 'gt', 'ting', 'detected', 'utility', 'impacted', 'electric', 'network']","['outage', 'poweroutage', 'electric', 'voltage', 'grid', 'shutdowns', 'utility', 'shutoff', 'power', '25pm']","['grid', 'outage', 'gt', 'utility', 'electric', 'power', 'brownout', 'volts', 'voltage', 'minimum']","[', (8:19 am) grid power outage event &gt;&gt; the ting network detected an electric utility grid power outage event. the event started at :19 am local time and impacted at least homes.', 'little , (9:30 am) grid power outage event &gt;&gt; the ting network detected an electric utility grid power outage event. the event started at :30 am local time and impacted at least homes.', ', (8:00 am) grid power outage event &gt;&gt; the ting network detected an electric utility grid power outage event. the event started at :00 am local time and impacted at least homes.']"
94,251,94_trending_trend_trends_blog,"['trending', 'trend', 'trends', 'blog', 'tweets', 'jcs', 'graspingthemoment', 'pitvspr', 'pitvstbl', 'godevils']","['trending', 'trends', 'trend', 'trendspiration', 'hotgirltwitter', 'blog', 'tweets', 'pitvspr', 'graspingthemoment', 'painiscoming']","['trending', 'blog', 'tweets', 'jcs', 'gnostartupreport', 'presidentpab', 'votelindor', 'happyobamadayjune14th', 'panama2019', 'hearthestudents']","['me when i see trending', 'its very to have trending in', ' is now trending in ']"
95,245,95_gas_gallon_pump_prices,"['gas', 'gallon', 'pump', 'prices', 'fuel', 'station', 'gasoline', 'costco', 'oil', 'cents']","['gas', 'gasoline', 'gasol', 'gassed', 'gaslighting', 'gasprices', 'fuel', 'fuels', 'fueling', 'petroleum']","['gallon', 'gasoline', 'costco', 'oil', 'cents', 'exxon', 'gasprices', 'price', 'pumps', 'stations']","['gas is only . (at in , )', 'gas (at in , )', 'where the gas in']"
96,244,96_tonight_night_last_nights,"['tonight', 'night', 'last', 'nights', 'tomorrow', 'tonights', 'friday', 'lit', 'lastnight', 'blasters']","['tonight', 'tonights', 'tonightlaughed', 'noche', 'lastnight', 'night', 'nights', 'fridaynights', 'seniornight', 'tomorrow']","['tonight', 'last', 'nights', 'tomorrow', 'tonights', 'lastnight', 'noche', 'mood', 'showtime', 'bar']","['   tonight ,', 'tonight in ,', 'tonight is the night ,']"
97,243,97_circling_speed_squawking_feet,"['circling', 'speed', 'squawking', 'feet', 'miles', 'mph', 'cessna', 'eurocopter', 'callsign', '350']","['n5368h', 'n225la', 'n228la', 'n957la', 'n36kr', 'n954la', 'n403jl', 'n5301h', 'n674th', 'n624wc']","['circling', 'speed', 'miles', 'mph', 'eurocopter', 'callsign', 'mcdonnell', 'agustawestland', 'piper', 'n737dw']","['n99157, a cessna -p, is circling over , at feet, speed mph, squawking , miles from', 'n737dw, a cessna -n, is circling over , at feet, speed mph, squawking , miles from', 'n737dw, a cessna -n, is circling over at feet, speed mph, squawking , miles from']"
98,241,98_city_cities_town_capital,"['city', 'cities', 'town', 'capital', 'sleeps', 'love', 'world', 'best', 'live', 'never']","['cidade', 'ciudad', 'city', 'cityof', 'cityofheaven', 'cities', 'downtown', 'cityofdis', 'urban', 'hometown']","['city', 'cities', 'town', 'capital', 'favorite', 'ciudad', 'downtown', 'cidade', 'neighborhood', 'urban']","['i just love this city! ,', 'city of ,', 'love my city ']"
99,235,99_year_new_happynewyear_happy,"['year', 'new', 'happynewyear', 'happy', '2020', 'newyear', 'years', '2019', 'everyone', 'newyearseve']","['newyear', 'happynewyear', 'happynewyear2019', 'happynewyear2021', 'happynewyear2020', 'newyearseve', 'year', 'nye2020', 'nye', 'january']","['happynewyear', 'happy', '2020', 'newyear', 'everyone', 'wishing', 'happynewyear2021', 'happynewyear2019', 'cheers', 'health']","[""happy new year's . ,"", 'happy new year! ,', 'this is all about. happy new year !! ,']"
100,233,100_medical_pharmacy_dr_center,"['medical', 'pharmacy', 'dr', 'center', 'health', 'clinic', 'surgery', 'cvs', 'care', 'doctors']","['clinic', 'physicians', 'medical', 'physician', 'hospital', 'doctors', 'healthcare', 'patients', 'doctor', 'medicare']","['pharmacy', 'clinic', 'surgery', 'hospital', 'physician', 'pain', 'healthcare', 'kp', 'kidney', 'rc']","[""i'm at va medical center - in ,"", ""i'm at medical court pharmacy in ,"", ""i'm at university medical center - in ,""]"
101,231,101_latest_hiring_opening_job,"['latest', 'hiring', 'opening', 'job', 'nursingjobs', 'health', 'pharmacy', 'healthcarejobs', 'nurse', 'want']","['nursingjobs', 'healthcarejobs', 'healthworkerjobs', 'nurses', 'nursepractitioner', 'physicianassistantjobs', 'medicalsecretaryjobs', 'nursing', 'medicalassistantjobs', 'hiring']","['hiring', 'opening', 'job', 'nursingjobs', 'pharmacy', 'healthcarejobs', 'nurse', 'nursing', 'radiologistsjobs', 'generalpractitioner']","['join the team! our latest job opening nursingjobs ,', 'join the team! our latest job opening: , nursingjobs', ""we're hiring! see our latest job opening: pharmacy technician ,""]"
102,231,102_cleaning_clean_toilet_laundry,"['cleaning', 'clean', 'toilet', 'laundry', 'repair', 'wash', 'paper', 'services', 'ac', 'washing']","['cleaningservice', 'cleaning', 'cleaner', 'cleaned', 'cleanhouse', 'housecleaning', 'cleanup', 'sweepy', 'sweep', 'limpias']","['cleaning', 'washing', 'cleaned', 'new_york', 'cleaningservice', 'bathroom', 'laundromat', 'towels', 'cleaner', 'sweep']","['professional cleaning services. contact us en ,', 'get % off in mother month all deep cleaning recurrent cleaning speacialized cleaning give our service is time relaxing for the mom', 'hey   is here to clean for you. leave the cleaning to us. book your cleaning with us! get $20 off your st clean use code deep.']"
103,229,103_thunderstorm_severe_warning_including,"['thunderstorm', 'severe', 'warning', 'including', 'cdt', 'edt', 'pm', '45', '15', '00']","['thunderstorm', 'thunderstorms', 'storm', 'tormenta', 'ksstorms', 'warning', 'aviso', 'alert', 'hail', 'winds']","['thunderstorm', 'severe', 'warning', 'cdt', 'storm', 'mph', 'tormenta', 'hail', 'cst', 'winds']","['severe thunderstorm warning including , , until :00 pm edt', 'severe thunderstorm warning including until :00 pm cdt', 'severe thunderstorm warning including , until :00 pm cdt']"
104,222,104_gay_pride_gays_trans,"['gay', 'pride', 'gays', 'trans', 'transgender', 'queer', 'instagay', 'gaylife', 'lgbt', 'gayboy']","['gaypride', 'gays', 'gay', 'gayborhood', 'gayclub', 'gaylife', 'gayguy', 'gaymen', 'gaydude', 'gayman']","['gays', 'queer', 'gaylife', 'lgbt', 'gaypride', 'rainbow', 'lgbtq', 'lesbian', 'gayguy', 'transexual']","['any good gay clubs in or ft. lauderdale???? gay  gay twink top', 'black gay pride in just may be better then the one in .', ""gay is now out for today's game at .""]"
105,218,105_summer_summertime_summervibes_summers,"['summer', 'summertime', 'summervibes', 'summers', 'june', 'summer2022', 'enjoying', 'summerfun', 'sunshine', 'nights']","['summer', 'summertime', 'summers', 'summerizing', 'summerinwinter', 'summerfun', 'summersending', 'summervibes', 'summer2022', 'summerjersey']","['summer', 'summertime', 'summervibes', 'summers', 'summer2022', 'summerfun', 'sunshine', 'freckles', 'kite', 'mood']","['summer...... ,', '. summer.', 'summer ,']"
106,216,106_golf_club_course_golfing,"['golf', 'club', 'course', 'golfing', 'tournament', 'courses', 'golfers', 'golfer', 'par', 'carts']","['golf', 'golfing', 'golfr', 'golfers', 'golfcourse', 'golfer', 'golfswing', 'golfcartshad', 'golfcoach', 'golfcarts']","['golf', 'golfing', 'tournament', 'courses', 'golfers', 'golfer', 'clubs', 'golfswing', 'pxgtroops', 'golfcoach']","['we playing golf in the .', 'a rainy day on the golf course is still an amazing day!   tournament  golf    golf classof2021 mountain view golf course', 'the best golf on .']"
107,216,107_business_businesses_small_startups,"['business', 'businesses', 'small', 'startups', 'innovation', 'support', 'startup', 'local', 'entrepreneurs', 'company']","['businesses', 'negocios', 'business', 'localbusiness', 'smallbusiness', 'smallbusinesses', 'supportsmallbusinesses', 'smallbusinessowner', 'entrepreneurs', 'empresa']","['businesses', 'startups', 'innovation', 'entrepreneurs', 'smallbusiness', 'entrepreneur', 'smallbusinessowner', 'techstars', 'sponsors', 'fintech']","['family business ,', 'support local business!!! ,', 'business ,']"
108,214,108_boy_boys_kid_proud,"['boy', 'boys', 'kid', 'proud', 'little', 'growing', 'nephew', 'fast', 'young', 'handsome']","['boy', 'filho', 'hijo', 'boys', 'handsomeboy', 'kid', 'thatsmyboy', 'young', 'younglegend', 'child']","['boys', 'nephew', 'young', 'kids', 'happiest', 'filho', 'brother', 'boogie', 'buddy', 'royalty']","['boy....', 'our boy from ...', 'boy']"
109,212,109_wedding_bride_weddings_married,"['wedding', 'bride', 'weddings', 'married', 'bridal', 'groom', 'congratulations', 'engagement', 'officiant', 'couple']","['wedding', 'weddingday', 'weddings', 'weddingwednesday', 'weddingseason', 'weddingdress', 'brideandgroom', 'weddingplanners', 'brides', 'newlyweds']","['wedding', 'weddings', 'bridal', 'brides', 'congrats', 'reception', 'weddingphotography', 'weddingphotographer', 'weddingdress', 'weddingday']","['wedding fun photo ,', 'wedding things ,', 'i went to to do a wedding!!']"
110,211,110_jobs_jpmorgan_chase_bank,"['jobs', 'jpmorgan', 'chase', 'bank', 'hiring', 'software', 'engineer', 'engineering', 'java', 'newyorkjobs']","['softwarejobs', 'hiring', 'developerjobs', 'techjobs', 'jobs', 'programmingjobs', 'engineer', 'software', 'developer', 'salesforce']","['jobs', 'chase', 'bank', 'hiring', 'newyorkjobs', 'planojobs', 'developerjobs', 'techjobs', 'softwarejobs', 'programmingjobs']","['hiring java software engineer at jpmorgan chase bank, a. ( , )   jobs recruiting', 'hiring software engineer at jpmorgan chase bank, n.a. ( , )  jobs  jobs softwarejobs', 'hiring software engineer at jpmorgan chase bank, n . ( , )  jobs  jobs softwarejobs']"
111,207,111_tornado_warning_tornadoes_including,"['tornado', 'warning', 'tornadoes', 'including', 'cdt', 'storm', 'pm', 'damage', 'survey', 'nws']","['tornadowarning', 'tornado', 'tornadoes', 'tornados', 'tornadoalley', 'tornadowatch', 'storm', 'storms', 'weather', 'warning']","['tornado', 'tornadoes', 'storm', 'nws', 'warnings', 'shelter', 'supercell', 'counties', 'emergency', 'radar']","['tornado warning including , , until :00 pm cdt', 'thunderstorm weather tornado i guess the tornado missed ,', 'tornado warning for !']"
112,203,112_race_racing_races_nascar,"['race', 'racing', 'races', 'nascar', 'track', 'speedway', 'daytona', 'raceway', 'dirt', 'sprint']","['raceday', 'racing', 'racer', 'raceheads', 'races', 'race', 'daytona500', 'raceway', 'sprint', 'daytona']","['racing', 'speedway', 'daytona', 'raceway', 'raceday', 'weekend', 'f1', 'indycar', 'watching', 'racer']","['im ready for racing next weekend but ill be watching the race this weekend!', 'the race is on ...', 'race time ,']"
113,199,113_hail_size_inch_e1,"['hail', 'size', 'inch', 'e1', 'cdt', 'quarter', 'reports', 'public', 'pm', '00']","['hail', 'quarter', 'sized', 'inch', 'storm', 'size', 'reported', 'estimated', 'reports', 'cst']","['hail', 'inch', 'quarter', 'ball', 'ping', 'pong', 'e0', 'golf', 'mothball', '25']","['at :50 pm cdt, ssw [ , ] public reports hail of quarter size (e1.00 inch)', 'at :50 am cdt, como [ , ] reports hail of quarter size (e1.00 inch). quarter size hail in como.', 'at :30 am cdt, w new [ , ] public reports hail of quarter size (e1.00 inch)']"
114,198,114_thunderstorm_continues_severe_warning,"['thunderstorm', 'continues', 'severe', 'warning', 'cdt', 'pm', 'edt', '45', '30', '00']","['thunderstorm', 'storm', 'warning', 'hail', 'cst', 'wind', 'severe', 'cdt', 'windom', 'continues']","['thunderstorm', 'severe', 'warning', 'cdt', 'storm', 'hail', 'wind', 'mph', 'golf', 'lakeview']","['severe thunderstorm warning continues for , until :00 pm cdt', 'severe thunderstorm warning continues for , , , , , , , until :00 pm cdt', 'severe thunderstorm warning continues for , , until :00 pm cdt']"
115,196,115_poisoning_diarrhea_food_nausea,"['poisoning', 'diarrhea', 'food', 'nausea', 'vomiting', 'ate', 'sick', 'charms', 'eating', 'stomach']","['poisoning', 'vomiting', 'nausea', 'vomited', 'stomachpain', 'diarrhea', 'sick', 'eaten', 'food', 'stomach']","['poisoning', 'diarrhea', 'nausea', 'vomiting', 'sick', 'eating', 'luckycharms', 'stomachpain', 'headache', 'salad']","[', - online delivery , it happened yesterday food poisoning diarrhea nausea vomiting', 'burger king - , - i got food poisoning from eating at this location . diarrhea, vomiting , everything u can think of . stay away food poisoning burgerking nausea diarrhea vomiting', ""mcdonald's - , - got food poisoning food poisoning mcdonalds nausea diarrhea vomiting""]"
116,194,116_spotter_trained_snow_inch,"['spotter', 'trained', 'snow', 'inch', 'reports', 'est', 'pm', 'cst', 'co', 'snowfall']","['snowfall', 'snow', 'snowing', 'precipitation', 'ice', 'spotter', 'spotr', 'temperature', 'sleet', 'storm']","['spotter', 'trained', 'snow', 'reports', 'snowfall', 'storm', 'inches', 'elevation', 'snowing', 'ssw']","['at :00 pm est, [ , ] trained spotter reports snow of inch', 'at :00 pm est, n [ , ] trained spotter reports snow of inch', 'at :00 pm est, w [ , ] trained spotter reports snow of inch']"
117,193,117_lights_light_lit_lighting,"['lights', 'light', 'lit', 'lighting', 'glow', 'neon', 'shine', 'dark', 'bright', 'darkness']","['lighting', 'luz', 'nightlights', 'lights', 'light', 'glowing', 'lightworks', 'lightshadehigh', 'lightbulbs', 'glow']","['lights', 'lighting', 'neon', 'nightlights', 'naturallight', 'lightbulbs', 'headlights', 'gaslamp', 'luz', 'glowing']","['just posted a photo night of lights, ,', 'to see your name in lights... ,', 'that good light. ,']"
118,192,118_sleep_sleeping_nap_asleep,"['sleep', 'sleeping', 'nap', 'asleep', 'bed', 'slept', 'woke', 'sleepy', 'awake', 'wake']","['sleep', 'durmiendo', 'sleeping', 'sndormrai', 'insomnia', 'woke', 'slept', 'snooze', 'sleepy', 'tired']","['sleep', 'sleeping', 'bed', 'slept', 'woke', 'sleepy', 'night', 'insomnia', 'durmiendo', 'snooze']","['dont sleep on !', 'no sleep, .', ""don't sleep on""]"
119,191,119_wrestling_wrestlemania_wwe_boxing,"['wrestling', 'wrestlemania', 'wwe', 'boxing', 'prowrestling', 'wrestlers', 'aew', 'wrestler', 'mma', 'wrestle']","['wrestlemania', 'wrestling', 'wrestlers', 'wrestlingcommunity', 'wrestle', 'wrestler', 'wrestlingtwitter', 'indywrestling', 'womenswrestling', 'lucha']","['wrestling', 'wrestlemania', 'boxing', 'wrestlers', 'wrestler', 'wrestle', 'indywrestling', 'womenswrestling', 'wrestlingcommunity', 'luchalibre']","['people in go to the bars to watch wwe wrestling', 'state wrestling day ( - in , )', 'real south wrestling federation best wrestling in the area! ,']"
120,191,120_smoke_cigar_cigars_smoking,"['smoke', 'cigar', 'cigars', 'smoking', 'cigarlife', 'smoked', 'cigarettes', 'weed', 'smoker', 'smokes']","['smokey', 'smokes', 'smoked', 'smoker', 'smoke', 'smoking', 'smokers', 'cigarette', 'cigarstrong', 'cigarettes']","['cigar', 'cigars', 'cigarlife', 'cigarettes', 'smokes', 'tobacco', 'cigarsmoker', 'cigaraficionado', 'vapeshop', 'smokeshop']","['in ! kicking it. bout to smoke smoke smoke.', 'i need some smoke', 'she with all the smoke ,']"
121,187,121_shoulder_blocked_accident_traffic,"['shoulder', 'blocked', 'accident', 'traffic', 'sb', 'exit', 'nb', 'eb', 'right', 'back']","['accident', 'traffic', 'crash', 'shoulder', 'hombro', 'blocked', 'shoulders', 'tollway', 'jammed', 'cotraffic']","['shoulder', 'blocked', 'accident', 'traffic', 'exit', 'atltraffic', 'stopped', 'slow', 'crash', 'cameras']","['accident. shoulder blocked in  on / sb at / , stop and go traffic back to / / traffic', 'accident. right shoulder blocked in  on nb at traffic', 'accident, shoulder blocked in  on i sb at i  traffic']"
122,185,122_back_normal_coming_return,"['back', 'normal', 'coming', 'return', 'come', 'go', 'please', 'heading', 'im', 'instabella']","['back', 'comeback', 'returning', 'rewind', 'returnees', 'toledo', 'restocked', 'come', 'coming', 'return']","['back', 'coming', 'heading', 'instabella', 'comeback', 'returning', 'jesus', 'cole', 'returntoravingspire', 'returnees']","['back to', 'back in ,', '. is. back.']"
