ISO 2,count,flux_num,flux_percentage
AL,2.0,2502.0,0.07993605115907274
AD,,2502.0,
AT,2.0,2502.0,0.07993605115907274
BY,44.0,2502.0,1.7585931254996003
BE,8.0,2502.0,0.31974420463629094
BA,3.0,2502.0,0.1199040767386091
BG,2.0,2502.0,0.07993605115907274
HR,3.0,2502.0,0.1199040767386091
CZ,6.0,2502.0,0.2398081534772182
DK,16.0,2502.0,0.6394884092725819
EE,20.0,2502.0,0.7993605115907274
FI,8.0,2502.0,0.31974420463629094
FR,97.0,2502.0,3.8768984812150276
DE,20.0,2502.0,0.7993605115907274
VA,1.0,2502.0,0.03996802557953637
HU,2.0,2502.0,0.07993605115907274
IS,2.0,2502.0,0.07993605115907274
IE,15.0,2502.0,0.5995203836930456
IT,27.0,2502.0,1.079136690647482
LV,34.0,2502.0,1.3589128697042365
LI,2.0,2502.0,0.07993605115907274
LT,1731.0,2502.0,69.18465227817747
LU,1.0,2502.0,0.03996802557953637
MK,1.0,2502.0,0.03996802557953637
MT,1.0,2502.0,0.03996802557953637
MD,5.0,2502.0,0.19984012789768185
MC,,2502.0,
ME,1.0,2502.0,0.03996802557953637
NL,8.0,2502.0,0.31974420463629094
NO,6.0,2502.0,0.2398081534772182
PL,33.0,2502.0,1.3189448441247003
PT,12.0,2502.0,0.4796163069544364
RO,3.0,2502.0,0.1199040767386091
RU,86.0,2502.0,3.4372501998401277
SM,,2502.0,
RS,9.0,2502.0,0.3597122302158274
SK,4.0,2502.0,0.15987210231814547
SI,2.0,2502.0,0.07993605115907274
ES,67.0,2502.0,2.677857713828937
SE,8.0,2502.0,0.31974420463629094
CH,1.0,2502.0,0.03996802557953637
TR,14.0,2502.0,0.5595523581135092
UA,99.0,2502.0,3.9568345323741005
GB,91.0,2502.0,3.6370903277378095
GR,5.0,2502.0,0.19984012789768185
