Topic,Count,Name,Representation,KeyBERT,MMR,Representative_Docs
48,126,48_blockchain_crypto_bitcoin_cryptocurrency,"['blockchain', 'crypto', 'bitcoin', 'cryptocurrency', 'meetup', 'metaverse', '1000x', '100x', 'bsc', 'doxxedteam']","['blockchain', 'blockchaineconomy', 'cryptocurrency', 'bitcoin', 'cryptocurrencies', 'cryptofinance', 'crypto', 'cryptonaires', 'transactions', 'tokens']","['blockchain', 'crypto', 'bitcoin', 'cryptocurrency', 'erc20', 'marketcap', 'cryptonaires', 'twitter', 'conference', 'cryptocurrencies']","['. blockchain meetup see you there blockchain meetup  bitcoin lightningnetwork', 'day at the blockchain summit in  crypto blockchain ai expo cannabis technology', 'blockchain consulting services  nice to see all these details about blockchain and crypto currency.  cryptowallet crypto bitcoins blockchain']"
49,125,49_birthday_happy_valentines_love,"['birthday', 'happy', 'valentines', 'love', 'feliz', 'thank', 'cumple', 'gift', 'day', 'cumpleaos']","['birthday', 'birthdays', 'happybirthday', 'happybirthdaytome', 'cumple', 'birthdayboy', 'birthdaygirl', 'birthdaycake', 'cumpleao', 'happyvalentinesday']","['birthday', 'valentines', 'cumple', 'birthdaygirl', 'happyvalentinesday', 'happiest', 'mothers', 'happybirthday', 'hugs', 'birthdaycake']","['birthday of', 'happy birthday .', 'happy birthday, !']"
50,124,50_wine_wines_champagne_winery,"['wine', 'wines', 'champagne', 'winery', 'tasting', 'grapes', 'vineyards', 'winelover', 'cheers', 'vineyard']","['vino', 'winetasting', 'vinho', 'winelovers', 'wine', 'wines', 'winepassion', 'winelover', 'winery', 'vinos']","['wine', 'wines', 'winery', 'vineyards', 'winelover', 'vinho', 'vinos', 'winetasting', 'winemakers', 'winelovers']","['ready for a wine dinner at in   !', 'when in , do you drink wine?', 'lunch at caf dello sport and now were off to a city walk about wine...yeah, wine in . i have no knowledge about our history of wine. hugs! ']"
51,121,51_estrelas_strive_meanwhile_say,"['estrelas', 'strive', 'meanwhile', 'say', 'wtf', 'neither', 'considered', 'know', 'dyson', 'hellyshah']","['meanwhile', 'perto', 'cima', 'esperas', 'dignos', 'temporalmente', 'pessoal', 'hmm', 'conheces', 'albada']","['strive', 'wtf', 'dyson', 'hellyshah', 'sensibles', 'tenas', 'erotico', 'paznomundo', 'emoes', 'hesaidwhathesaid']","['""i\'m sleep though""...lol...it is % cool to ""strive for perfection"" but % cooler to strive for the best you can be, and then...enjoy it.', 'no conheces o pessoal da ....a cidade mais perto das estrelas...""l em cima, estrelas sem fim...!!??""', 'closed cerrado temporalmente...!!! nos estamos reinventando, para ser dignos huspedes de este planeta...!!! volveremos ms sensibles, ms humanos...!!! en ,']"
52,114,52_beautiful_beauty_stunning_pretty,"['beautiful', 'beauty', 'stunning', 'pretty', 'gorgeous', 'belleza', 'bonita', 'nimo', 'looking', 'mai']","['beautiful', 'hermosa', 'gorgeous', 'beleza', 'lindos', 'stunning', 'bonita', 'belleza', 'guapo', 'stunningly']","['beautiful', 'pretty', 'belleza', 'nimo', 'hermosa', 'pombalportugal', 'unitedcolorsof', 'crislana', 'lluevelleueve', 'intimacy']","['beautiful ,', 'beautiful  !', 'is so so beautiful']"
53,114,53_vatican_vaticano_travel_italy,"['vatican', 'vaticano', 'travel', 'italy', 'travelphotography', 'photography', 'travelgram', 'vaticancity', 'instatravel', 'travelblogger']","['travelphoto', 'travelphotogram', 'travelphotography', 'phototravel', 'travelgram', 'vaticano', 'vaticani', 'basilica', 'vaticanocity', 'vatican']","['vaticano', 'italy', 'travelphotography', 'travelgram', 'travelblogger', 'photooftheday', 'instatravelgram', 'roma', 'venice', 'romecityworld']","['the sun inside  vaticano    stayathome vatican   photooftheday  shot travelgram photography  travelholic igerseurope instadaily travel', 'more of the . vatican vaticancity    italy travel travelphotography traveling travel travelphotography travelgram instatravel instatravelgram', 'the door  vaticano   iorestoacasa stayathome vatican   photooftheday italy shot travelgram photography  travelholic igerseurope instadaily travel']"
54,109,54_phone_card_bank_service,"['phone', 'card', 'bank', 'service', 'pay', 'shipping', 'account', 'blocked', 'apple', 'store']","['paypal', 'service', 'customer', 'debit', 'vodafone', 'blocked', 'online', 'failure', 'scam', 'problem']","['phone', 'card', 'bank', 'shipping', 'blocked', 'apple', 'store', 'failure', 'cost', 'credit']","['failure of service day-638 blocked by  for raising this legitimate service failure on social media.   coco your love visit events shop  love yourcouncil', 'failure of service day-494 blocked by  countycouncil a publicly funded public service org for raising a public service issue on social media.   coco your love visit events shop', 'failure of service day-494 blocked by  for raising this legitimate service failure on social media.   coco your love visit events shop  love yourcouncil']"
55,104,55_protest_police_freedom_demonstration,"['protest', 'police', 'freedom', 'demonstration', 'protests', 'protesting', 'activists', 'petition', 'orbn', 'people']","['manifestantes', 'protestors', 'protesta', 'protesting', 'protestas', 'protest', 'protests', 'protested', 'activists', 'rallies']","['protest', 'police', 'protests', 'protesting', 'activists', 'democracy', 'protestas', 'anarchists', 'protestors', 'manifestantes']","['once more impressed by the protest by people fighting for democracy and freedom.', 'deputy ambassador to &amp; embassy community members joined anti protest in today. embassy in embassyriga says she joined the protest to stand with . is this the first time we see a diplomat in a protest?', ' right now:    protest  solidarity ']"
56,102,56_independence_day_national_anniversary,"['independence', 'day', 'national', 'anniversary', 'language', 'celebrating', 'happy', 'th', 'relations', 'diplomatic']","['independenceday', 'anniversary', 'festivos', 'celebrate', 'independence', 'independncia', 'celebrating', 'celebrated', 'celebration', 'celebrations']","['national', 'anniversary', 'language', 'celebrating', 'diplomatic', 'republic', 'flag', 'india', 'proud', 'independenceday']","['happy th anniversary of the independence of the united of and th anniversary of - relations. always grateful and an important partner for us', 'members of the ajmera family from ,celebrating independence day while on a vacation in . happy th independence day from . ', 'happy independence day from , !']"
57,102,57_fitness_gym_workout_training,"['fitness', 'gym', 'workout', 'training', 'exercise', 'bodybuilding', 'gymlife', 'wellbeing', 'health', 'physical']","['workout', 'fitness', 'gym', 'gymlife', 'exercise', 'fitnessgirl', 'ejercicio', 'bodybuilding', 'fisioterapia', 'entreno']","['fitness', 'gym', 'workout', 'exercise', 'bodybuilding', 'gymlife', 'ejercicio', 'fitnessgirl', 'chiropractic', 'fisioterapia']","[""i'm getting ready for the holidays. christmas holidays holidayseason gymlife gym gymmotivation  sibiu staystrong stayfit fitness fitnessgirl fitwife motivation abs workout workoutmotivation"", ""many days i don't exercise, i miss the gym ,"", 'see you this weekend , ! fitness   amateurolympia  fitness']"
58,101,58_cat_cats_male_lost,"['cat', 'cats', 'male', 'lost', 'catsofinstagram', 'lpie', 'catsoftwitter', '2019', 'female', 'stray']","['gato', 'cat', 'gatos', 'cats', 'catslife', 'catlife', 'katzenworld', 'kittens', 'catlover', 'catsrule']","['cat', 'cats', 'catsofinstagram', 'catsoftwitter', 'lynx', 'catstagram', 'gatos', 'kittens', 'strays', 'harley']","['male cat lost on /11/2019 in ,  , - lpie', 'cat lost days ago - , ,', 'love the cat , ,']"
59,99,59_foodwaste_free_unitedkingdom_sandwich,"['foodwaste', 'free', 'unitedkingdom', 'sandwich', 'bread', 'pret', 'bun', 'fresh', 'buns', 'organic']","['foodwaste', 'food', 'vegan', 'organic', 'wholemeal', 'sandwiches', 'soup', 'carbs', 'pastry', 'salad']","['foodwaste', 'free', 'sandwich', 'bread', 'fresh', 'buns', 'pastry', 'vegan', 'salad', 'bowl']","['""organic soup"" in  unitedkingdom foodwaste free', '""sandwich from "" in   foodwaste free', '"" "" in   foodwaste free']"
60,84,60_city_ciudad_cidade_cities,"['city', 'ciudad', 'cidade', 'cities', 'minish', 'town', 'parts', 'talk', 'toros', 'plaza']","['ciutat', 'cidade', 'ciudad', 'city', 'cities', 'cityfromthetop', 'metropolis', 'town', 'streetsforpeople', 'woonnerf']","['cidade', 'town', 'talk', 'toros', 'plaza', 'centro', 'bonito', 'oil', 'shopping', 'maleactress']","['what city is in?', 'i (city)', 'the . . . city']"
61,84,61_realestate_sale_property_apartment,"['realestate', 'sale', 'property', 'apartment', 'furnished', 'price', 'reduced', 'realtor', 'beach', 'bedroom']","['rental', 'beachapartments', 'resort', 'beachfront', 'immobilier', 'luxuryhomes', 'realestateagent', 'realestatelife', 'realestatetrainer', 'price']","['realestate', 'price', 'reduced', 'realtor', 'realestateagent', 'estate', 'penthouse', 'beachapartments', 'luxuryproperty', 'propertyguy']","['top reduced price for quick sale . exclusive! sea view, pool &amp; mountain view furnished -bedroom/2-bathroom apartment for sale in , , m from beach property realestate', 'top autumn n beach property deal! % reduced price for quick sale k pool view furnished -bedroom apartment for sale in hills property realestate sunnybeach beachapartments', 'exclusive top summer reduced price for quick sale at price below the property market value furnished -bedroom apartment for sale , view, m from the beach realestate property stayhome']"
62,83,62_dog_dogs_puppy_dogsofinstagram,"['dog', 'dogs', 'puppy', 'dogsofinstagram', 'furry', 'adoptdontshop', 'animals', 'bernerniederlaufhund', 'conan', 'beagle']","['gossosfelios', 'doge', 'doggy', 'dog', 'dogs', 'happydog', 'hounddogs', 'pets', 'dogsofinstagram', 'beagle']","['dogs', 'dogsofinstagram', 'beagle', 'pups', 'dogsoftwitter', 'pets', 'puglife', 'happydog', 'hounddogs', 'rescuedog']","['- tickle me pweasee . . . cuddles tickleme adoptme rescuedog dogsofinstagram dog adoptdontshop adoptdontshop homeforlife dog puppy puppiesofinstagram  foreverhome happyending streetheartsbg', ""there are so many people with dogs in . i'm having more fun dog watching than people watching tbh."", 'dog of']"
63,83,63_casino_monaco_montecarlomonaco_carlo,"['casino', 'monaco', 'montecarlomonaco', 'carlo', 'monte', 'montecarlo', 'casinomontecarlo', 'poker', 'casinosmontecarlo', 'principality']","['casino', 'casinosmontecarlo', 'casinomontecarlo', 'gambling', 'pokerlife', 'gamblinglaw', 'gamble', 'roulette', 'poker', 'slotsgames']","['casino', 'casinomontecarlo', 'poker', 'casinosmontecarlo', 'roulette', 'pokerpro', 'pokeronline', 'pokerlife', 'pokerdad', 'pokerplayer']","['welcome to monaco at casino casino de', 'when in ........ casino de', 'em casino de']"
64,82,64_tax_money_gobierno_fondos,"['tax', 'money', 'gobierno', 'fondos', 'millones', 'fiscal', 'impuestos', 'government', 'income', 'economy']","['impuestos', 'taxes', 'tax', 'fiscales', 'fiscal', 'income', 'economic', 'pension', 'welfare', 'annuity']","['fondos', 'fiscal', 'impuestos', 'income', 'economy', 'debt', 'countries', 'federal', 'fiscales', 'gobiernos']","[""sorry bob' usually agree with you but not this time. she's not allowed dual citizenship. she pays tax on income and indian tax on indian income. surely that's fair.?"", 'has the most unequal share of income in the (before tax and welfare) raising the point at which taxpayers pay the higher rate of tax, or abolishing the universal social charge, would both favour those on higher incomes most. ge20 ge2020', 'presumably the money comes from bank profits so less tax paid by banks, so less money for shareholders and therefore less dividends to pension funds. doubt overall economy or general public see any benefit whatsoever']"
65,79,65_length_utc_noon_sunrise,"['length', 'utc', 'noon', 'sunrise', 'sunset', 'cet', 'morning', 'good', 'day', 'cest']","['sunrise', 'morning', '40am', 'noon', 'day', 'sunset', 'december', 'january', 'clock', 'november']","['length', 'utc', 'noon', 'sunrise', 'sunset', 'day', 'december', '39', 'september', 'november']","['good morning, ! sunrise :39, noon :01, sunset :21 cet (utc+1), november . day length: h m.', 'good morning, ! sunrise :22, noon :41, sunset :00 cet (utc+1), december . day length: h m.', 'good morning, ! sunrise :39, noon :50, sunset :01 cet (utc+1), december . day length: h m.']"
66,77,66_video_youtube_posted_recorded,"['video', 'youtube', 'posted', 'recorded', 'videos', 'new', 'acaba', 'publicar', 'filmed', 'music']","['video', 'videos', 'youtube', 'videospot', 'youtuber', 'newvideo', 'shootingvideos', 'filmed', 'videomanipulation', 'vide']","['video', 'youtube', 'videos', 'shawnjonesmusic', 'justvshow', 'newvideo', 'javascript', 'youtuber', 'wilderness', 'song']","['just posted a video , ,', 'just posted a video', 'just posted a video ,']"
67,76,67_car_cars_tesla_license,"['car', 'cars', 'tesla', 'license', 'driver', 'drivers', 'driving', 'suv', 'ford', 'parked']","['coche', 'car', 'cars', 'vehicle', 'vehicles', 'jeep', 'motorhome', 'driving', 'drivers', 'ford']","['car', 'cars', 'license', 'drivers', 'ford', 'vehicles', 'motorhome', 'sold', 'jeep', 'trucks']","[""writers, journalists, anyone who writes anything where a vehicle is mentioned (particularly in ): please stop referring to x4's suv's etc. as a jeep. jeep is a specific brand. it's like calling every tractor in the country a john deere or every electric car a tesla."", 'when walking through  , you may come across a classic old timer car like this one in the picture. it is well-known in  that is a haven for old timer car lovers. cars oldtimers classiccars citystreet carlovers bolttravel', 'sell your car to it takes just a few moments to sell your car in']"
