Topic,Count,Name,Representation,KeyBERT,MMR,Representative_Docs
9,593,9_vez_solo_guy_va,"['vez', 'solo', 'guy', 'va', 'get', 'know', 'ms', 'voy', 'vou', 'tan']","['culo', 'malo', 'vai', 'puta', 'toda', 'hace', 'vero', 'vou', 'dejar', 'mal']","['vez', 'solo', 'guy', 'know', 'like', 'got', 'wanted', 'mate', 'nadie', 'sigo']","['mal?? es poco... valla mierda en , el problema es cuando me tenga que bajar del coche, la risa que me va a dar mientras se me hincha la cabeza lo raro esque no me de antes con este submarino sigo contandote demasiado...', '. en el examen de historia de cayeron justo los estndares que haba expuesto durante la cuarentena e hice el examen en literalmente media hora, que la pea qued flipando porque pensaban que me haba salido como el culo pero no xd y no s qu ms poner', 'es una mierda sentirse mal /7 y que encima solo te tiren beef. no puedo ms en serio me va a petar la cabeza. con lo de puta madre que haba vuelto de xddd']"
10,591,10_week_weekend_morning_good,"['week', 'weekend', 'morning', 'good', 'day', 'monday', 'happy', 'friday', 'saturday', 'everyone']","['goodmorning', 'morning', 'hello', 'domingo', 'today', 'nice', 'day', 'sunday', 'wednesday', 'wonderful']","['weekend', 'day', 'monday', 'friday', 'saturday', 'tomorrow', 'semana', 'busy', 'sunday', 'goodmorning']","['good morning', 'happy weekend from', 'good morning from , happy friday to you!']"
11,384,11_sunset_night_lights_evening,"['sunset', 'night', 'lights', 'evening', 'sky', 'sunsets', 'northern', 'view', 'atardecer', 'light']","['sunset', 'sunsets', 'sunsetlover', 'sunsetlovers', 'sunsets_captures', 'sunset_pics', 'sundaysunsets', 'sunsetphotography', 'sunrise', 'twilight']","['sunset', 'evening', 'sunsets', 'atardecer', 'beautiful', 'nights', 'sunsetphotography', 'sunsetlover', 'sunsetlovers', 'shadows']","['sunset', 'sunset on and the .', 'in at sunset ,']"
12,360,12_flight_airport_flights_flying,"['flight', 'airport', 'flights', 'flying', 'plane', 'hours', 'fly', 'aeropuerto', 'vuelo', 'booked']","['vuelos', 'flights', 'flight', 'airline', 'airlines', 'vuelo', 'planes', 'flown', 'aeroporto', 'aeropuerto']","['airport', 'flights', 'plane', 'aeropuerto', 'booked', 'delayed', 'cancelled', 'airlines', 'aeroporto', 'airbus']","['flight soon, see you in !', 'flight to and from there to from', 'first flight: - last flight: - flight: - longest flight (direct): - favorite airport:']"
13,353,13_race_f1_gp_run,"['race', 'f1', 'gp', 'run', 'running', 'racing', 'prix', 'formula1', 'grand', 'marathon']","['racing', 'motorsport', 'carrera', 'corrida', 'ferrari', 'races', 'rallyemontecarlo', 'f1', 'f12019', 'race']","['f1', 'racing', 'marathon', 'motorsport', 'ferrari', 'montecarlo', 'monacogp', 'track', 'weekend', 'car']","['come on who will be first from in the race?', 'race results gp de monaco de la en', 'big thanks to and for the weekend in f1  gp']"
14,352,14_flowers_autumn_garden_flower,"['flowers', 'autumn', 'garden', 'flower', 'tree', 'trees', 'lujonflowers', 'birds', 'bird', 'nature']","['flores', 'flowers', 'jardim', 'wildflowers', 'floral', 'gardens', 'flower', 'garden', 'blossoms', 'bouquet']","['flowers', 'trees', 'lujonflowers', 'nature', 'flores', 'beautiful', 'autumnvibes', 'wildlife', 'colors', 'bees']","['the autumn is never be so beautiful nature urban autumn', ""we'll start to see past wild flower mixes and start appreciating our beautiful native, easy grow wildflowers! real 'wild' flowers = native wild plants left to flower, not a collection of non native flowers that'd never grow together, nor in in st place (garden flowers)"", 'flowers']"
15,344,15_fashion_hair_handmade_earrings,"['fashion', 'hair', 'handmade', 'earrings', 'style', 'jewelry', 'diamonds', 'collection', 'shoes', 'bag']","['fashionista', 'moda', 'fashionblogger', 'fashion', 'glamour', 'dress', 'glam', 'beauty', 'style', 'clothing']","['fashion', 'handmade', 'earrings', 'jewelry', 'shoes', 'dress', 'fashionista', 'wear', 'shop', 'orlovjewelry']","['on the floor vnv glamour quotes fashion vassiliosnicolaosvitsilogiannis journalist magazine newyork    mydubai  fashionista lifestyle media model style photography  swag', 'outfit on a casual sunday ... . . fashion mystyle monaco lifestyle ootd', 'things will change vnv glamour quotes fashion vassiliosnicolaosvitsilogiannis journalist magazine newyork    mydubai  fashionista lifestyle media model style photography']"
16,337,16_earthquake_min_strikes_km,"['earthquake', 'min', 'strikes', 'km', 'ago', 'eyewitnesses', 'felt', 'm3', 'trmet', 'm2']","['terremoto', 'earthquake', 'cutremur', 'sismo', 'earthquakes', 'quakes', 'quake', 'seismic', 'km', 'tremor']","['earthquake', 'strikes', 'km', 'eyewitnesses', 'm3', 'effects', 'map', 'reported', 'potres', 'amp']","['felt earthquake (trmet) m3.1 strikes km s of  ( ) min ago. please report to:', 'felt earthquake (trmet) m3.9 strikes km s of  ( ) min ago. please report to:', 'felt earthquake (trmet) m3.3 strikes km e of  ( ) min ago. please report to:']"
17,331,17_weather_rain_storm_raining,"['weather', 'rain', 'storm', 'raining', 'degrees', 'rainy', 'temperature', 'celsius', 'thunderstorm', '00']","['weather', 'meteorological', 'weathershot', 'climate', 'temperatures', 'temperature', 'temperatura', 'rainyday', 'windy', 'forecast']","['weather', 'storm', 'rainy', 'thunderstorm', 'gt', 'forecast', 'windy', 'temperatures', 'cloudy', 'hurricane']","['current weather in  , light rain shower with a temperature of degrees celsius. keep track of the weather in -&gt;', 'weather of  ', 'current weather in  , moderate rain with a temperature of degrees celsius. keep track of the weather in -&gt;']"
18,324,18_castle_old_town_medieval,"['castle', 'old', 'town', 'medieval', 'tower', 'towers', 'fortress', 'city', 'castles', 'heritage']","['castelo', 'oldtown', 'castle', 'castles', 'town', 'buildings', 'cidade', 'medieval', 'palace', 'ciudad']","['castle', 'town', 'medieval', 'tower', 'towers', 'fortress', 'castles', 'castillo', 'castelo', 'palace']","['the old town of  ', 'me and my castle', ""'s castle and the .""]"
19,322,19_waterfall_mountains_hiking_mountain,"['waterfall', 'mountains', 'hiking', 'mountain', 'waterfalls', 'hike', 'nature', 'climb', 'alps', 'views']","['mountainlife', 'mountains', 'mountain', 'hikes', 'waterfalls', 'scenery', 'waterfall', 'paisajes', 'hiking', 'hikingadventures']","['mountains', 'hiking', 'mountain', 'waterfalls', 'hike', 'alps', 'landscape', 'climbing', 'hikingadventures', 'geology']","['summit of the holy mountain of summit mountains hiking mountain climbing nature landscape adventure mountaineering travel trekking hike snow photography alps climb repost peak outdoor', ' waterfall', 'hiking up some of the mountains in , today.']"
20,315,20_foto_publicar_posted_photo,"['foto', 'publicar', 'posted', 'photo', 'acaba', 'acabei', 'acabou', 'selfie', 'photos', 'fotos']","['foto', 'pic', 'appena', 'photo', 'picture', 'fotos', 'photoshoot', 'pics', 'pictures', 'photos']","['foto', 'posted', 'selfie', 'fotos', 'took', 'pic', 'poster', 'republic', 'selfies', 'instagram']","['acaba de publicar una foto en del ,', 'acaba de publicar una foto en / /', 'acaba de publicar una foto en de , ,']"
21,288,21____mtv_alternative_bound,"['__', 'mtv', 'alternative', 'bound', 'vs', 'igual', 'st', 'iii', 'oh', '55']","['__', '___', 'coisa', 'sendo', 'ganz', 'uuuu', 'primita', 'resumen', 'uae', 'vs']","['mtv', 'alternative', 'bound', 'vs', 'iii', '10', 'interestingup', 'theadventurecontinues', 'erdinger', 'equaliser']","['- +    _  _ __    _   _        ', ' __', ': + +      __ __  _']"
22,278,22_thank_greetings_saludos_gracias,"['thank', 'greetings', 'saludos', 'gracias', 'hi', 'meet', 'hello', 'hope', 'bye', 'dear']","['gracias', 'thank', 'thanks', 'gratido', 'saludos', 'hola', 'please', 'saludo', 'hi', 'hello']","['greetings', 'saludos', 'gracias', 'hi', 'hope', 'bye', 'sintona', 'twitter', 'tatiana', 'send']","['thank you, !', 'all about  thank you', 'thank you from !']"
23,276,23_zh_greater_distrito_campus,"['zh', 'greater', 'distrito', 'campus', 'duty', 'oostende', 'mattenbach', 'center', 'rossio', 'co']","['herz', 'zh', 'shk', 'kastrup', 'zelt', 'co', 'zwinglistrasse', 'ismet', 'vantaa', 'hyve']","['distrito', 'campus', 'center', 'station', 'wien', 'guaita', 'gate', 'hall', 'landschoot', 'grammer']","[""i'm at in , greater"", ""i'm at in , zh"", ""i'm at kindergarten mattenbach in , zh""]"
24,256,24_city_beautiful_place_places,"['city', 'beautiful', 'place', 'places', 'definitely', 'visit', 'amazing', 'ciudad', 'cities', 'lugar']","['cidade', 'ciudad', 'breathtaking', 'beautiful', 'ciudades', 'picturesque', 'city', 'cities', 'lindo', 'lovely']","['beautiful', 'places', 'ciudad', 'cities', 'love', 'lugares', 'favorite', 'always', 'visiting', 'travel']","[', you beautiful city. ,', 'most beautiful city  ', 'is such a beautiful city']"
25,253,25_hotel_room_view_hotels,"['hotel', 'room', 'view', 'hotels', 'stay', 'window', 'spa', 'grand', 'apartment', 'resort']","['hoteldeparis', 'hotel', 'hotels', 'internationalhotel', 'besthotels', 'accommodation', 'guesthouse', 'resort', 'hostel', 'rooms']","['hotel', 'hotels', 'resort', 'villa', 'rooms', 'airbnb', 'guesthouse', 'accommodation', 'townread', 'fivestarhotel']","['now in  new hotel', 'you hotel ,', ""i'm at hotel in ,""]"
26,244,26_christmas_year_happy_merry,"['christmas', 'year', 'happy', 'merry', 'new', 'navidad', 'xmas', 'fireworks', 'holidays', 'happynewyear']","['christmastime', 'christmas', 'christmaseve', 'christmasdecor', 'navidad', 'christmasgifts', 'christmas2019', 'christmas2021', 'christmastree', 'christmaslights']","['christmas', 'merry', 'navidad', 'fireworks', 'holidays', 'happynewyear', 'nativity', 'natal', 'christmastree', 'gifts']","['christmas at home ,', ' , day one...  christmas  ,', 'happy christmas !']"
27,234,27_bike_cycling_bicycle_cycle,"['bike', 'cycling', 'bicycle', 'cycle', 'bikes', 'ride', 'bici', 'infra', 'lanes', '00']","['bici', 'cycling', 'ciclismo', 'bicicleta', 'biking', 'cyclingempire', 'bike', 'ciclistas', 'bicicletas', 'bicycle']","['cycling', 'bikes', 'bici', 'bikelife', 'biking', 'cyclinglife', 'cyclists', 'cycletouring', 'cyclingempire', 'mountainbike']","[""it's me! in ! on a bike! am i a local now? ,"", 'night cycling. ,', 'back to cycling in ']"
28,233,28_covid_vaccine_19_covid19,"['covid', 'vaccine', '19', 'covid19', 'vaccination', 'vaccinated', 'cases', 'vacunacin', 'vacunas', 'vaccines']","['covid_19', 'covid19', 'covid', 'vacuna', 'vacina', '19', 'vaccine', 'vacunas', 'vacunacin', 'vaccines']","['vaccine', 'vaccination', 'vaccinated', 'vacunacin', 'vacunas', 'vaccines', 'virus', 'vacuna', 'covid_19', 'infections']","["", 's first covid-19 free country"", 'first covid-19 in this morning', ' will supply and  with the covid-19 vaccine']"
29,227,29_country_smallest_countries_world,"['country', 'smallest', 'countries', 'world', 'one', 'visited', 'list', 'th', 'bg', 'tiny']","['smallestcountryintheworld', 'smallestcountry', 'countries', 'smallest', 'country', 'tiny', 'mundo', 'small', 'smaller', 'world']","['country', 'smallest', 'countries', 'visited', 'landlocked', 'state', 'think', 'worlds', 'city', 'travel']","['the smallest country in the world', 'the smallest country in the world ,', 'at the its smallest country in the world!']"
30,218,30_beer_drinking_ale_cerveza,"['beer', 'drinking', 'ale', 'cerveza', 'birra', 'craftbeer', 'pivo', 'bier', 'bire', 'publicis']","['birra', 'pivo', 'cerveja', 'beeroclock', 'bier', 'cerveza', 'beer', 'beerlover', 'beers', 'brew']","['beer', 'cerveza', 'birra', 'craftbeer', 'pivo', 'bier', 'brewery', 'beers', 'brewed', 'pilsner']","['ale bier beer birra bire cerveza pivo  craftbeer - drinking a tribute by publicis', 'ale bier beer birra bire cerveza pivo  craftbeer - drinking an under the wave by publicis', 'ale bier beer birra bire cerveza pivo  craftbeer - drinking an by publicis']"
31,217,31_yacht_boat_superyacht_yachting,"['yacht', 'boat', 'superyacht', 'yachting', 'yachts', 'sailing', 'port', 'cruise', 'ship', 'show']","['yachtlife', 'yachts', 'yacht', 'yachting', 'monacoyachtshow', 'monacoyachtshow_official', 'superyachtlife', 'motoryacht', 'superyacht', 'superyachts']","['yacht', 'superyacht', 'yachts', 'cruise', 'monacoyachtshow', 'boats', 'yachtlife', 'megayacht', 'ships', 'superyachts']","[""i'm at yacht club de in ,"", ""i'm at yacht club de in"", 'partner with us during the yacht show and elevate your brand across and europe contact info.eu mys2019 monaco yacht yachtlife yachting boat luxury sailing sea superyacht summer']"
32,212,32_train_bus_trains_station,"['train', 'bus', 'trains', 'station', 'buses', 'rail', 'railway', 'transport', 'ticket', 'tram']","['comboio', 'trem', 'tren', 'train', 'trenes', 'trains', 'railway', 'metro', 'railways', 'commuters']","['train', 'trains', 'buses', 'railway', 'transport', 'tram', 'trams', 'carriages', 'delayed', 'metro']","['back to . on the train now on my way home.', 'the view from the train station la ,', 'the train to . ']"
33,197,33_summer_sun_sunny_beautiful,"['summer', 'sun', 'sunny', 'beautiful', 'verano', 'day', 'morning', 'weather', 'sunshine', 'summertime']","['verano', 'summertime', 'summer', 'summerday', 'summercoming', 'summerforever', 'summers', 'summervibes', 'summerholiday2020', 'midsummer']","['sunny', 'beautiful', 'day', 'weather', 'sunshine', 'summertime', 'sunrise', 'summervibes', 'goodmorning', 'blue']","['this summer!', 'summer !', 'beautiful summer day on with']"
34,195,34_beach_beaches_playa_praia,"['beach', 'beaches', 'playa', 'praia', 'sun', 'waves', 'summer', 'ocean', 'lagoon', 'coast']","['praia', 'beach', 'beaches', 'beachlife', 'beachvibes', 'beachbar', 'beachday', 'seaside', 'playa', 'coastline']","['beach', 'beaches', 'playa', 'praia', 'surfing', 'bikini', 'beachlife', 'holiday', 'summer2019', 'seaside']","['on a beach in ????', 'beach', 'beach _']"
35,186,35_refugees_refugee_children_families,"['refugees', 'refugee', 'children', 'families', 'humanitarian', 'support', 'unicef', 'protection', 'help', 'border']","['refugiados', 'refugees', 'refugee', 'migrants', 'humanitarian', 'volunteers', 'shelter', 'homeless', 'communities', 'camp']","['refugees', 'refugee', 'families', 'humanitarian', 'border', 'refugiados', 'people', 'hiv', 'communities', 'women']","['to foster closer engagement with refugees and host communities, local refugee coordination forums (lrcf) have been established in key locations in today, public authorities, , and refugees met in to discuss employment opportunities and access to rights.', 'refugee shelter near the  border  bordercrisis refugees   ', 'together with government and civil society, is doing an amazing work to ensure refugees in access hiv related services, including treatment and information . all refugees have the right to enjoy safety, protection and well being, regardless of serostatus.']"
36,179,36_taxi_chauffeur_uber_drivers,"['taxi', 'chauffeur', 'uber', 'drivers', 'addison', 'rideshare', 'splitcosts', 'carpool', 'lee', 'gt']","['taxi', 'taxis', 'ubers', 'chauffeur', 'uber', 'cabs', 'drivers', 'driver', 'carpool', 'rideshare']","['taxi', 'chauffeur', 'uber', 'drivers', 'rideshare', 'carpool', 'sharecoffee', 'sharefood', 'taxis', 'pay']","['what does the uber supreme court hearing mean for addison lee drivers?  taxi chauffeur', 'uber income taxi chauffeur ', 'welcome to  taxi chauffeur']"
37,179,37_coronavirus_covid19_corona_virus,"['coronavirus', 'covid19', 'corona', 'virus', 'cases', 'covid2019', 'covid_19', 'covid', 'lockdown', 'casos']","['coronavirussverige', 'coronavirusoutbreak', 'coronavirus', 'coronaviruspandemic', 'coronarvirusitalia', 'coronavirusupdate', 'coronaoutbreak', 'coronacrisis', 'coronaupdate', 'coronavrus']","['coronavirus', 'corona', 'covid2019', 'coronaoutbreak', 'coronaviruspandemic', 'pandemic', 'coronavirusupdate', 'coronarvirusitalia', 'popefrancis', 'quarantine']","['breaking: lockdown for people; five new coronavirus cases confirmed (times of ) coronavirus covid_19 covid19 coronacrisis covid19 covid2019', 'and then there was ! coronavirus in', 'coronavirus ']"
38,179,38_love_amor_amo_quiero,"['love', 'amor', 'amo', 'quiero', 'abrazo', 'abrazos', 'heart', 'besos', 'evet', 'siempre']","['amor', 'amo', 'love', 'loves', 'enamoras', 'loving', 'lovers', 'abrazote', 'romantic', 'besos']","['amor', 'amo', 'besos', 'romantic', 'loves', 'kisses', 'loving', 'lovebug', 'selofan', 'abrazote']","['in love with em ,', 'from with love', 'is with you!! we love !!']"
39,177,39_bed_detached_house_semi,"['bed', 'detached', 'house', 'semi', 'terraced', 'co', 'apartment', 'sal', 'sale', 'cork']","['bed', 'house', 'bungalow', 'apartment', 'duplex', 'townhouse', 'sli', 'kildare', 'semi', 'pq']","['bed', 'house', 'terraced', 'apartment', 'bungalow', 'castleknock', '_town', 'rented', 'portumna', 'wicklow']","[', , | bed detached house m .. | |  ', ', , , .. | bed detached house m.. | |  _', 'a , , | bed detached house m /.. | |  ']"
40,172,40_dum_oi_juntos_truz,"['dum', 'oi', 'juntos', 'truz', 'pynk', 'durk', 'youre', 'avante', 'chula', 'navan']","['caraiooo', 'vaya', 'pynk', 'fichajen', 'helloooooo', 'pynkstar', 'oi', 'rugger', 'hel', 'luvadepedreiro']","['truz', 'pynk', 'youre', 'chula', 'navan', 'thick', 'challenge', 'sound', 'rorschach', 'rolltidefriday']","['one year later, kirk and i came back with this piece called bonsai we won th and we won that beautifully victoriaknox knifes! yea, finely we got it !!! rorschach,', ""tbh i met some sound proper d4 rugger heads, straight out of ross o' carroll kelly. used to go to the bath pub after our annual spanking in the and always met sound lads in blue. gobshites from navan who go to one game a year are the toxic ones ime no offence to navan"", 'oi oi friday!!rixkin the rcff shirts in and spreading rinse all over ! day festival shout and darran !!!! and the man dugs!']"
41,171,41_travelphotography_travel_photography_wanderlust,"['travelphotography', 'travel', 'photography', 'wanderlust', 'travelgram', 'instagood', 'instatravel', 'travelblogger', 'traveling', 'photooftheday']","['travelphotography', 'travelphoto', 'travelphotographer', 'travelgram', 'travelinspiration', 'travelbloggers', 'travelmemories', 'travelblogger', 'travelblog', 'travelbloogerlife']","['travelphotography', 'travelgram', 'instatravel', 'travelblogger', 'igtravel', 'travelphoto', 'traveldiaries', 'picoftheday', 'travelblog', 'traveller']","['backpacker travel backpacking wanderlust travelphotography travelgram instatravel traveler adventure traveling photography travelblogger explore traveller trip backpack travelling', '. .  travel travelgram traveler travelphotography photography travelingram travelphoto traveldiaries travellife instatravel instagood igtravel   vacation trip', 'take me back to . . . . . .     photography travel  travelphotography wanderlust ,']"
42,160,42_sunrise_sunset_length_utc,"['sunrise', 'sunset', 'length', 'utc', 'noon', '20', 'cest', 'morning', 'good', 'day']","['sunrise', '25am', 'morning', '16am', '27am', 'noon', 'day', '08pm', '18am', '22pm']","['sunrise', 'sunset', 'length', 'utc', 'noon', 'morning', 'day', 'april', 'june', '08']","['good morning, ! sunrise :30, noon :48, sunset :08 cest (utc+2), may . day length: h m.', 'good morning, ! sunrise :20, noon :19, sunset :19 cest (utc+2), april . day length: h m.', 'good morning, ! sunrise :20, noon :54, sunset :29 cest (utc+2), april . day length: h m.']"
43,158,43_coffee_tea_caf_espresso,"['coffee', 'tea', 'caf', 'espresso', 'cafe', 'coffeelover', 'coffeetime', 'cappuccino', 'morning', 'brew']","['koffie', 'coffee', 'coffeetime', 'coffees', 'caf', 'coffeelover', 'coffeeholic', 'coffeefirst', 'morningcoffee', 'capuccino']","['coffee', 'espresso', 'coffeelover', 'coffeetime', 'cappuccino', 'coffeeshop', 'latte', 'morningcoffee', 'capuccino', 'specialtycoffee']","['need more coffee ,', 'i love coffee in ', '... and coffee !']"
44,156,44_climate_change_energy_sustainable,"['climate', 'change', 'energy', 'sustainable', 'climatechange', 'conference', 'project', 'farming', 'green', 'sustainability']","['climatechange', 'climatechangeisreal', 'climateactionnow', 'climatecrisis', 'climateaction', 'climateactionedu', 'climatestrike', 'climateemergency', 'climate', 'sustainability']","['climatechange', 'conference', 'project', 'sustainability', 'climateaction', 'agriculture', 'future', 'climatestrike', 'electricity', 'climatecrisis']","['on this day climate change is a message from god you can do better ,', 'addressed the national climate change conference:  was among first to declare aim to achieve climate neutrality by . efforts against climate change are intensifying as we are moving towards the  conference cop26 in the coming days. gainingmomentumforclimateaction', 'i had the honour to be invited to the un youth panel discussion on climate change today. together with my students, we sat &amp; talked to on  s future &amp; climate action needed. many thanks, !']"
45,156,45_eurovision_song_contest_tonight,"['eurovision', 'song', 'contest', 'tonight', 'entry', 'eurosemi1', 'daretodream', 'year', 'think', 'winning']","['eurovision', 'eurovisionagain', 'eurovision2019', 'eurovision2021', 'eurovision2022', 'eurovisiontoday', 'eurovisionyoungmusicians', 'eirovizija', 'concurso', 'contest']","['eurovision', 'contest', 'tonight', 'eurosemi1', 'singer', 'eurovision2019', 'last', 'eurovision2022', 'vote', 'winner']","['is so beautiful eurovision', 'eurovision', 'eurovision !']"
46,147,46_trip_visited_visit_travel,"['trip', 'visited', 'visit', 'travel', 'back', 'first', 'beautiful', 'viaje', 'visiting', 'day']","['trip', 'viajes', 'visiting', 'visit', 'traveltuesday', 'visits', 'visited', 'travel', 'traveling', 'viaje']","['trip', 'visited', 'beautiful', 'viaje', 'visiting', 'going', 'volver', 'memories', 'happy', 'days']","[""a valentine's day years ago.. a lovely day trip with our friends. we visited two castles (old blog post on my blog, search for discover : ). tonight we're leaving the kids and going out for"", 'so it has been a few days since i last posted (nearly a week!) and a few days since i got back from a great trip to . so, it seems apt to begin sharing a few snaps from the trip! i have no clue where in', 'its been almost a year exactly since we got back from , and i am missing it desperately. ive been exploring all the places we visited in msfsofficial and it has been satiating my need for travel so far.']"
47,129,47_shop_shopping_store_starbucks,"['shop', 'shopping', 'store', 'starbucks', 'stores', 'stock', 'checkout', 'discount', 'mercado', 'market']","['shopping', 'shop', 'shops', 'comprar', 'stores', 'store', 'comercios', 'shoplocal', 'merchandi', 'merchandise']","['shop', 'shopping', 'store', 'starbucks', 'stores', 'checkout', 'mall', 'shops', 'shoplocal', 'merchandi']","['shopping', ""i'm at shop in"", 'shop now - ,']"
